76,"Bronze ring that fully\ndoubles the wearer's\nstrength.","青铜的戒指。蕴含着能使\n肌肉力量和潜力翻倍的力量，\n是战斗中的一大助力。","",
77,"Magical brass ring.\nReduces all damage\nreceived by 1/2.","用黄铜制成的魔法戒指。\n能在周围展开结界，使\n来自外界的冲击力减半。","",
78,"A ring of coral. Slows\nenemy movement to half\nnormal speed.","用珊瑚雕刻制成的戒指。\n借由操纵时间的流动，\n减慢周围邪恶魔物的动作。","",
79,"A holy ring. Purifies\nand restores the body\nto bring peace.","被给予了神圣祝福的戒指。\n即使在被邪气污染的地方，\n它也能带来治愈和安宁。","",
80,"Bloody-patterned ring\nthat taints and slowly\nkills its wearer.","让配戴者染上邪气，\n毁灭身心的恐怖戒指。\n闪烁着可怕的不祥光芒。","",
81,"A leather-bound book.\nWritten in a strange,\nunreadable language.","饰有精美花纹的革面古文书。\n用失传的古文字书写而成，\n因此无法阅读。","",
82,"A leather-bound book.\nWritten in a strange,\nunreadable language.","饰有精美花纹的革面古文书。\n用失传的古文字书写而成，\n因此无法阅读。","",
83,"A leather-bound book.\nWritten in a strange,\nunreadable language.","饰有精美花纹的革面古文书。\n用失传的古文字书写而成，\n因此无法阅读。","",
84,"A leather-bound book.\nWritten in a strange,\nunreadable language.","饰有精美花纹的革面古文书。\n用失传的古文字书写而成，\n因此无法阅读。","",
85,"A leather-bound book.\nWritten in a strange,\nunreadable language.","饰有精美花纹的革面古文书。\n用失传的古文字书写而成，\n因此无法阅读。","",
86,"A leather-bound book.\nWritten in a strange,\nunreadable language.","饰有精美花纹的革面古文书。\n用失传的古文字书写而成，\n因此无法阅读。","",
87,"A master key made of\nbronze. Will open any\ntreasure chest.","用青铜打造的万能钥匙。\n能打开同一种类宝箱上的\n所有的锁。","",
88,"A poorly-made rusty\niron key. Opens the\nprison gates.","做工粗糙、沉甸甸的铁钥匙。\n有些地方已略微生锈。\n可用来打开地牢的门。","",
89,"A gorgeous key made of\ncrafted ruby and gold,\nwith a complex design.","镶有红宝石与黄金装饰的\n精美钥匙。插入的部分\n为弯曲复杂的形状。","",
90,"A fine ivory key\nfashioned from tiny,\ninterlocking shapes.","用淡黄色的象牙制成的钥匙。\n精心雕刻有精致的交织纹饰。","",
91,"A key of brilliantly\ndesigned green marble.\nShaped like a trident.","有翠绿色鲜艳花纹装饰的\n大理石钥匙。光泽艳丽，\n尖端为类似三叉枪的形状。","",
92,"A key of shining blue\ncrystal, bearing a\nfamiliar-looking crest.","用闪亮的青色矿石制成的钥匙。\n刻有艾斯塔利亚的遗迹中常见的\n不可思议的纹章。","",
93,"A luminous crystal\nwith an exotic base.\nSparkles in the light.","用奇特的装饰器具固定着的\n璀璨的大水晶。光的照射下，\n中心像无数的星星一样闪耀。","",
94,"Seed of an ancient\ntree, with a flavor\nsaid to rival all else.","传说中的树木的种子。\n美味的果肉部分，被认为\n是任何食物都无法比拟的。","",
95,"Relic said to have\nguarded Zepik Village.\nIts sound is calming.","塞皮克村自古流传下来的宝物。\n据说它能保护村子远离灾厄，\n摇动时会发出清冽的响声。","",
96,"A silver harmonica\nwith a vibrant sound.\nSparkles majestically.","能发出优美的音色，\n白银制成的旧口琴。\n散发着纯白的光辉。","",
97,"Statue of an ancient\ndragon. Grants its\nbearer peace of mind.","以古代翼龙为模形的青铜像。\n潜藏着消除持有者气息的\n不可思议的能力。","",
98,"A short magic wand.\nHas a design similar\nto Sara's Crystal.","魔道师可携带的短杖。\n与莎拉所赠予的水晶\n拥有相似的设计。","",
99,"An ancient monocle.\nThe lens seems to be\nin perfect condition.","使用已久的老旧单片镜。\n似乎是阅读书籍时用的，\n镜片本身没有度数。","",
100,"Heirloom of the Gemma\nfamily. Shines with a\npale and frigid light.","洁玛家代代相传下来的除魔的\n护符。散发着凛冽的苍白光辉，\n淡淡的寒气附着其上。","",
101,"A ruby set in gold.\nIts condition is\nvirtually flawless.","带有黄金装饰的大颗红宝石。\n保存状态良好，宝石的表面\n看不到明显的划痕。","",
102,"Sapphire-encrusted\nring inscribed with a\nmessage from its giver.","镶着蓝色宝石的戒指。\n内侧刻有赠送者的信息。","",
103,"Gold necklace adorned\nwith countless small\nrubies and patterns.","黄金项链。镶嵌着许多\n小颗的红宝石。上面有\n凌乱的刮痕。","",
104,"Beautiful golden vase.\nHas a hole for some\nvariety of ornament.","纯金打造的豪华台座。\n凹陷处可用来放置球体，\n目前用途不明。","",
105,"Medicine made from the\nRed Digitalis plant.\nHeals mind and body.","用红色毛地黄叶熬制的\n深红色药水。具有迅速\n恢复身心不适的功效。","",
106,"Magic wing. Warps the\nuser to Minea. Some\nareas seal its power.","翅膀形状的魔法护身符。\n使用后可瞬间返回米内亚镇。\n但在强大的结界下无法使用。","",
107,"Ordinary iron hammer.\nFairly heavy. Could be\nused to break stone.","随处可见的铁制锤子。\n锤子本身相当重，\n用于敲碎岩石等物体。","",
108,"Mirror that can freeze\na single moment. Will\nbreak with overuse.","能将照出的景象暂时静止的\n镜子。因其本身耐用性有限，\n使用几次后就会坏掉。","",
109,"Stone mask with inset\njade. Hides enemies,\nbut reveals secrets.","镶有翡翠的石头面具。\n戴上后会看不见有生命的物体，\n但是可以看见隐藏的通道。","",
110,"Necklace of luminous\nblue crystal. Able to\nnullify evil traps.","用发出蓝色光辉的矿石打造的\n首饰。隐藏着强劲的破邪力量，\n可以让邪恶的机关陷阱无效化。","",
111,"Potion blessed by a\npriest. Gives insight\non defeated enemies.","伟大的传道师调配出来的\n药水。交战经验的累积，\n而得到相应的魔物情报。","",
112,"Paper with several\nlines of an unreadable\nlanguage written on it.","纸上写着几行看不懂的文字。","",
113,"Adol","亚特鲁","",
114,"Ayla","艾拉","",
115,"Doctor Bludo","布卢多医生","",
116,"Slaff","斯拉夫","",
117,"Doctor Klaus","克劳斯医生","",
118,"Sara","莎拉","",
119,"Reah","蕾雅","",
120,"Danny","丹尼","",
121,"Old Man George","格奥尔格老人","",
122,"Feena","菲娜","",
123,"Luta Gemma","卢达・洁玛","",
124,"Dogi","多奇","",
125,"Goban","古邦","",
126,"Jeba","洁瓦","",
127,"Raba","拉巴","",
128,"Mayor Robels","罗伯斯村长","",
129,"Ricardo","里卡多","",
130,"Cezar","塞萨尔","",
131,"Miner Doug","矿工达古","",
132,"Chest","契斯特","",
133,"Theodore","西奥多","",
134,"Bron","布隆","",
135,"Old Man Mash","马什老人","",
136,"Kain","凯恩","",
137,"Karin","卡琳","",
138,"Rosetty","罗赛提","",
139,"Dios","迪奥斯","",
140,"Pim","皮姆","",
141,"Lisa","莉莎","",
142,"Orman","欧曼","",
143,"Donis","多尼斯","",
144,"Garreck","加雷克","",
145,"Iris","爱莉丝","",
146,"Lugan the Thief","盗贼路根","",
147,"Morgan the Thief","盗贼摩根","",
148,"Old Man Pablo","巴勃罗老人","",
149,"Nikki the Dancer","舞娘妮可","",
150,"Cheryl","雪莉露","",
151,"Fisherman Betelo","渔夫彼得","",
152,"Fran","芙兰","",
153,"Arcia","阿希娅","",
154,"Marco","马尔科","",
155,"Gerald","杰拉德","",
156,"Stephan","史蒂芬","",
157,"Jacob","雅各布","",
158,"Drake","德雷克","",
159,"Granny Daria","达莉亚婆婆","",
160,"Old Man Pastol","帕斯托尔老人","",
161,"Mason the Trader","商人梅森","",
162,"Sylvia"," 西尔维娅","",
163,"Torrance","托兰斯","",
164,"Rebecca","丽贝卡","",
165,"Prim","普丽姆","",
166,"Archelle","阿谢尔","",
167,"Johann","约翰","",
168,"Lucca","路卡","",
169,"Julius","尤利乌斯","",
170,"Cornell","科内尔","",
171,"Hans","汉斯","",
172,"Haystack","海斯塔克","",
173,"Boss Bangoa","邦可亚老板","",
174,"Fana","法娜","",
175,"Aurora","欧若拉","",
176,"Old Man Franz","弗朗兹老人","",
177,"Tabitha","塔比莎","",
178,"Buck","巴克","",
179,"Freddy","弗雷迪","",
180,"Martha","玛莎","",
181,"Charme","夏尔姆","",
182,"Old Man Betel","贝特尔老人","",
183,"Lydia","莉迪亚","",
184,"Pamela","帕梅拉","",
185,"Mayor Marcel","马塞尔镇长","",
186,"Ephy","艾菲","",
187,"Charlotte","夏洛特","",
188,"Old Man Harrison","哈里森老人","",
189,"Old Man Lahan","拉汉老人","",
190,"Old Man Cronen","克罗尼老人","",
191,"Old Man Corvo","科尔沃老人","",
192,"Granny Tohbe","托贝婆婆","",
193,"Granny Lucia","露琪亚婆婆","",
194,"Granny Soya","索雅婆婆","",
195,"Elbert","艾尔巴特","",
196,"Clive","克莱夫","",
197,"Palma","帕尔玛","",
198,"Demi","黛米","",
199,"Linda","琳达","",
200,"Mark","马克","",
201,"Granny Edda","艾达婆婆","",
202,"Orbus","奥巴斯","",
203,"Butterfly","蝴蝶","",
204,"Cujo","库乔","",
205,"Bishamon","比萨蒙","",
206,"Cancer","卡萨","",
207,"UbuBubu","多米","",
208,"Seagull","海鸥","",
209,"Mimic","米米克","",
210,"Dark Fact","达尔克・法克特","",
211,"**************************","*************","",
212,"Eh...?","哎呀…？","",
213,"Whoa... Was that you?","什么嘛…是你啊？","",
214,"Huh? Whoa... Was that you?","什么…是你做的吗？","",
215,"Ahh, busy busy busy...","啊，好忙，好忙……","",
216,"C'mon, stop fooling!","…请不要恶作剧。","",
217,"Was that...the mirror?!","这是…镜子的力量啊。","",
218,"Huh?","啊呀~？","",
219,"Oh, dear...","啊，糟糕糟糕…","",
221,"Um... What was that...?","啊…刚刚的是…？","",
222,"Hmm? Did you do that?","嗯？是你做的吗？","",
223,"Hey... What are you doing?","喂…你在干什么？","",
224,"That was pointless.","不要这样子浪费乱用。","",
225,"Ooh, I want one!","哦哟，你拥有很罕见的东西哦？","",
226,"Was...that you?","刚才那是…你吗？","",
227,"(hic) ...Whazzat?","嗝…干什么…？","",
228,"Ugh... I drank too much...","唔~酒喝多了吗~？","",
229,"Oh, man, oh, man...","啊…糟糕糟糕…","",
230,"...Huh?","…啊？","",
231,"My head...","眼花了…","",
232,"Zzzzz...","呼噜噜…","",
233,"Hmmm...?","啥…？","",
234,"Zzzz...","呼噜噜…","",
235,"Eh...?","哇呀…？","",
236,"Hey, stop that! It's rude!","喂喂…别吓人。","",
237,"What are you doing?!","你到底想干什么？","",
238,"A little eager, are we?","呵呵…那么快就用啦？","",
239,"That's odd...","好奇怪啊…？","",
240,"Mm?","嗯……？","",
241,"Whaa...?","哇啊…？","",
242,"That was creepy...","刚才的气息是…？","",
243,"Eh...?","哎呀…？","",
244,"Have the demons come?!","「他」出现了吗！？","",
245,"What an ominous feeling...","什么…刚刚的气息是？","",
246,"Zzzz...","呼噜噜……","",
247,"What in the world...?","干…干什么？","",
248,"Wha...?","咦…？","",
249,"What the...?","什么啊…？","",
250,"Am I seeing things...?","是我多心了吗…？","",
251,"What...was that...?","刚才的是…什么…？","",
252,"Huh?!","哇啊！？","",
253,"That was strange...","咦…奇怪了…？","",
254,"Hmmmm?","嗯？","",
255,"Wha...what was that...?","什、什么啊…？","",
256,"Huh...?","啊呀…？","",
257,"Maybe I'm getting old...","我一定是老了吧…？","",
258,"Wh-what's wrong...?","你、你们怎么了…？","",
259,"Whoa...!","哇啊啊…！","",
260,"Oh, my...","啊呀呀…？","",
261,"What happened...?","…发生什么事了？","",
262,"I must be seeing things...","是我太敏感了吗…","",
263,"Eeeek...!","呀嗯…！","",
264,"Whoa...","喔唷唷…","",
265,"Ehh?","咦？","",
266,"How peculiar...","奇怪了…？","",
267,"Wha--?","什么啊…？","",
268,"I need some sleep...","…是我太累了吗？","",
269,"Wah!","哇…！","",
270,"Eep...","哦哦…","",
271,"Whoa-whoa-whoa!","唉哟哟…！","",
272,"Hmm? What was that?!","啊…这是什么？","",
273,"Eek!","呀啊…！","",
274,"Oh, my... The mirror's...","啊…这是镜子的…","",
275,"How very odd...","好奇怪哦…？","",
276,"What happened...?!","怎么回事啊…！？","",
277,"What was that?","刚才那个是…什么？","",
278,"Am I seeing things...?","是我多心了吗…？","",
279,"Oh, no... I'm scared...","讨厌…好可怕…","",
280,"Hmmm...?","啊…？","",
281,"???","？？？","",
282,"Oh, dear...","哎呀呀…？","",
283,"What the heck...?","这究竟是…？","",
284,"Wh-what is that?!","到、到底是什么啊！？","",
285,"...Eh?","…啊？","",
286,"What could that have been?","刚才那是什么…？","",
287,"Aieeee!","哇哇哇哇…！","",
288,"What was...?","刚才那个是什么啊？","",
289,"Hmmm... This is...","嗯，这个是…","",
290,"What could it be?","…是什么呢？","",
291,"...What was that...?","啊…刚才的是…？","",
292,"We're doomed! DOOMED!","见鬼啦~！","",
293,"What the hell?!","发生什么事了！？","",
294,"Aieeeee!?","咿呀…！？","",
295,"Aaaaahhh!?","呀啊啊啊！？","",
296,"Am I...seeing things?","一定是我的错觉…","",
297,"What could that have been?","刚才那是什么…？","",
298,"Ack?!","哇哦…！？","",
299,"How annoying...","…好吵啊。","",
300,"*Sizzle*","嘶嘶声…","",
301,"*Pitter-patter*","啪啪啪啪…","",
302,"Woof! Woof!","汪~？","",
303,"Squawk?!","咕咕！？","",
304,"*Burble-burble*","咕噜噜…","",
305,"Meow?","喵喵？","",
306,"Graaawk?","喵？","",
307,"...","………","",
308,"Well, that was...a thing.","无聊的杂耍到此为止了…","",
309,"Where is he...?","在哪里啊…？","",
310,"Adol? Where did you go?!","亚特鲁先生…你在哪里…？","",
311,"...","………","",
312,"I'm scared...","好可怕…","",
313,"Ahh...","啊…","",
314,"He'll be here...I know it!","他…\n一定会来的。","",
315,"...","………","",
316,"I... I...","我…我…","",
317,"Ohh...I'm so scared...","…讨厌…好可怕…","",
318,"Time...stopped...?","时间…停止了吗…？","",
319,"...Zzzz...","…呼呼……","",
320,"Adol, what's wrong?","亚特鲁先生，怎么了？","",
321,"Didn't see THAT coming!","…请不要恶作剧。","",
322,"My stars...!","…是我心理作用吗…？","",
323,"Residence","民宅","",
324,"Barbado Port","巴尔巴多港口镇","",
325,"Bludo's Clinic","布卢多医院","",
326,"Militia HQ","自卫队指挥部","",
327,"Militia Armory","自卫队武器库","",
328,"Bar","酒馆","",
329,"Town of Minea","米内亚镇","",
330,"Sara's Fortunes","占卜师莎拉的店","",
331,"Rosetty's Weaponry","罗赛提武器店","",
332,"Dios' Armory","迪奥斯防具店","",
333,"Klaus' Clinic","克劳斯医院","",
334,"Orman's Spirits","欧曼酒馆","",
335,"Pim's Pawn","皮姆交易所","",
336,"Zepik Village","塞皮克村","",
337,"Mayor's Home","村长的家","",
338,"Jeba's Home","洁瓦的家","",
339,"Luta's Home","卢达的家","",
340,"Thieves' Den","盗贼碉堡","",
341,"Plains","草原","",
342,"Roda Tree","萝妲之树","",
343,"Abandoned Mine","废坑","",
344,"Shrine","神殿","",
345,"Shrine B1","第1层","",
346,"Shrine B2","第2层","",
347,"Shrine B3","第3层","",
348,"Darm Tower","达姆之塔","",
349,"Prison","地牢","",
350,"Rado's Annex","拉朵之塔","",
351,"Test Map","测试地图","",
352,"Volume Hadal","哈达尔之章","",
353,"Volume Tovah","托霸之章","",
354,"Volume Dabbie","达比之章","",
355,"Volume Mesa","梅撒之章","",
356,"Volume Gemma","洁玛之章","",
357,"Volume Fact","法克特之章","",
358," has\nbeen obtained.","\n获得了。","",
359," has\nbeen purchased.","\n买下来了。","",
360," has\nbeen purchased.","\n买下来试试看。","",
361," has\nbeen found.","\n找到了。","",
362," has\nbeen borrowed.","\n借到了。","",
363," has\nbeen given.","\n交托了。","",
364," has\nbeen reobtained.","\n取回来了。","",
365," has\nbeen bestowed.","\n被授予了。","",
366," has\nbeen received.","\n收到了。","",
367," has\nbeen sold for#02\n1200 Gold.","\n#02以1200>4Gold#00>4的价格卖掉。","",
368," has\nbeen sold for#02\n500 Gold.","\n#02以500>4Gold#00>4的价格卖掉。","",
369," has\nbeen sold for#02\n2000 Gold.","\n#02以2000>4Gold#00>4的价格卖掉。","",
370," has\nbeen sold for#02\n1320 Gold.","\n#02以1320>4Gold#00>4的价格卖掉。","",
371," has\nbeen sold for#02\n550 Gold.","\n#02以550>4Gold#00>4的价格卖掉。","",
372," has\nbeen sold for#02\n2200 Gold.","\n#02以2200>4Gold#00>4的价格卖掉。","",
373," was\nfound, but Adol\nalready had it.\nHe left it behind.","已经有了。\n所以就不买了。","",
374,"The ring dug into Adol's\nfinger, causing sharp pain.\nAnd it wouldn't come off!","伴随着一阵刺痛，\n戒指紧紧卡住手指，\n怎么也无法取下。","",
375,"Adol drank the potion, and\nfelt more deeply aware of\nthe threats around him.","获得了一种不可思议的感知能力。\n一边显示状态资料一边战斗吧。","",
376,"A key made of bronze.\nFits neatly into the\npalm of the hand.","用青铜打造的小钥匙。\n能完全握在手掌中。","",
377,"A heavy key made of\niron. Slightly rusted.","沉甸甸的铁制钥匙。\n略微有一点儿生锈。","",
378,"Made of finely-worked\ngold, with a ruby setting.\nThe end is twisted.","镶有黄金与红宝石的钥匙。\n插入的部分是扭曲的。","",
379,"Made of fine, carved\nivory, crafted with\ndelicate workmanship.","由上等的象牙雕刻而成的钥匙。\n上面有着做工精细的雕刻。","",
380,"Made of fine, green\nmarble. The end splits\ninto a trident-like shape.","用翠绿色大理石制成的钥匙。\n钥匙的尖端分成三叉形状。","",
381,"Made from a pale mineral.\nEngraved with the same\ncrest as the shrine door.","用青白色矿石制成的钥匙。\n上面刻有与神殿大门上一样的纹章。","",
382,"The heart of the crystal\nshines like a star in the\nnight sky.","水晶的中心部分\n像星星一样闪耀着。","",
383,"The sculpted creature's\ncrimson eyes glitter with\nan eerie light.","翼龙的红色眼瞳隐隐发光。","",
384,"Adol gripped the handle\nand chanted, 'Accio Books of\nYs,' but nothing happened.","试着握住把柄挥了下，\n没什么特别的反应。","",
385,"The sapphire at the center\nemits a divine sparkle.","中心大颗的蓝玉\n绽放着神圣的光辉。","",
386,"It's a large Esterian ruby.\nIt looks pretty valuable.\nBetter put it away!","艾斯塔里亚产的大颗红宝石。\n看起来价值不菲。","",
387,"A beautiful golden vase.\nIt's too heavy to carry\nwith only one hand.","纯金打造的豪华台座。\n重到一只手拿不动。","",
388,"Doesn't look noteworthy.\nProbably not solid gold.","没有看上去那么重。\n看来不是纯金制成的。","",
389,"The words, 'From Donis,\nWith Love' are inscribed on\nthe inner edge of the ring.","戒指的内侧刻着\n『来自多尼斯的爱』\n......这么一段文字。","",
390,"With the mask on, all color\nis drained from sight, but\nother things are visible...","透过面具看出去的景象\n色彩极为暗淡。","",
391,"The blue gem at the center\nemits a very pure light.","中心的蓝色宝石\n绽放着纯净的光芒。","",
392,"A sturdy hammer. Looks\nlike it could break\nanything.","看起来极其坚硬的大锤。\n好像是用来破坏某种东西的。","",
393,"It has several lines of\nsome archaic language\nwritten on it.","写有几行形状奇特的古代文字。","",
394,"Adol's strength is\nreturning.","体力渐渐恢复中……","",
395,"It's locked.","被锁住了。","",
396,"The chest is empty.","箱子里空空如也。","",
397,"Cancel","什么都不买","",
398,"Buy","购买","",
399,"Cancel","不买","",
400,"Don't sell anything","什么都不卖","",
401,"Sell","卖","",
402,"Don't sell","不卖","",
403,"Leave","中止对话","",
404,"Stop shopping","不买东西了","",
405,"Main Menu","主菜单","",
406,"Yes","好的","",
407,"No","不了","",
408,"Leave","去外面","",
409,"Quit","算了","",
410,"What will you do?","要怎么做呢？","",
412,"Ah, good. You're awake.","哦哦，你醒啦。","",
413,"Don't strain yourself,\nnow. Your body is covered\nin bruises.","不要太勉强自己。\n你浑身都是伤。","",
414,"So? You still hurting\nanywhere?","感觉怎么样？\n有没有特别痛的地方？","",
415,"Adol checked himself over.\n...There was some pain,\nbut nothing debilitating.","亚特鲁摸了一下身体。\n……虽然各关节是挺痛的，\n但还没到不能动弹的程度。","",
416,"Get some rest. You're in\na clinic at Barbado Port.","你放心吧。\n这里是巴尔巴多港口镇的医院。","",
417,"...Hey, Dad! Is the\nstranger awake yet?","……老爹！\n他醒了吗？","",
418,"Ah, Slaff, you're early.\nHow did the meeting go?","哦，斯拉夫，这么快就回来啦。\n自卫队的会议开得怎么样了？","",
419,"Same as always.\nNo real progress.","还不是老样子。\n什么进展都没有。","",
420,"Well, the patient's\nonly just awoken.","他呀，\n刚醒过来哦。","",
421,"Glad to see you back among\nthe living!","你能恢复意识真是太好了！","",
422,"Ah, yes, where are my\nmanners? My name is Bludo.\nI own and operate this clinic.","对了，还没有自我介绍。\n我的名字是布卢多。\n这所医院的主人。","",
423,"This is my son, Slaff. He\nfound you collapsed on the\nbeach, and brought you here.","这是我儿子斯拉夫。\n你昏倒在海滩附近的森林里，\n是他把你抬来这里的哦。","",
424,"We drove off the Rheboll\nthat attacked you. It was\na real close call.","我们已经把那些\n攻击你的利波鲁赶跑了。\n……当时情况真的很危险。","",
425,"Adol told Slaff his name,\nand expressed his gratitude.","亚特鲁向斯拉夫道谢，\n并告诉了他自己的名字。","",
426,"Adol, eh? Good name. Don't\nrecognize you, though...\nWhere are you from?","亚特鲁啊……好名字。\n你看起来不像是本地人，\n是从哪儿来的啊？","",
427,"Adol explained that he\njourneyed from Promalock\nto Esteria by boat.","亚特鲁告诉布卢多等人，\n自己是从普罗玛洛克港乘小船\n来到艾斯塔里亚的。","",
428,"My word... You came\nfrom overseas?!","什么……\n你是从外面来的吗！？","",
429,"Amazing... You're the\nfirst man I know of to\nget past the Stormwall.","这真是…叫人吃惊。\n外面居然有人能穿越\n『岚之结界』来这里……","",
430,"What do you two think\nyou're doing?!","你们两个在干什么！？","",
431,"Uh-oh, here she comes...\nWatch out, boy, she'll\nchew you up!","唉呀，啰嗦的护士小姐过来了……","",
432,"I'll chew YOU up, Slaff,\nif you keep making\ncomments like that!","哼！\n居然敢说我啰嗦？\n真受不了你们……","",
433,"The man's wounded, you\nknow. Shouldn't you leave\nhim be? He needs his rest!","斯拉夫，他是受伤的人吧？\n你们应该让他好好休息\n不是吗！？","",
434,"That's my Ayla, always\nkeeping us in check. You\nmake a good point, my dear!","啊，是我太粗心了。","",
435,"Yeah, okay. I'll stop\ntalking his ear off.","那么今天就到此为止吧。","",
436,"Rest up, Adol. But know\nthis: I'm not done with\nyou yet!","总之，你好好休息吧。\n我们还会再来的。","",
438,"Under the clinic's care,\nAdol recovered quickly.","亚特鲁得到了悉心的照料，\n 一天一天地好了起来。","",
440,"Several days later...","几天后……","",
441,"Good morning, Adol. You seem to be in\ntip-top shape now!","哦，亚特鲁。\n你已经可以下床啦？","",
442,"Still, you should probably take it easy\nfor a bit. Just in case.","你应该躺在床上好好休养的。","",
443,"...Well...","哎呀，可以了。","",
444,"I suppose a walk around town could do\nyou some good. Just don't overexert\nyourself!","到街上去散散步也没什么，\n适当的运动对身体是有益的。","",
445,"For a boy your age to have slept so\nsoundly, you must have quite a story\nto tell...","况且对他这个年纪的少年来说，\n要他整天躺在床上不动，\n才是残酷的要求呢。","",
446,"Adol, the #02portside warehouse#00 has become\nhome base for the town's militia.","……亚特鲁，#02港口仓库#00\n是自卫队的聚会场所。","",
447,"Slaff should be there. He can answer\nany questions you might have.","斯拉夫应该就在那里。\n有什么不懂的事情，\n你都可以去问他。","",
