120,"Danny","达尼","ダニー",
121,"Old Man George","老人凯欧鲁古","ゲオルグ老人",
122,"Feena","菲娜","フィーナ",
123,"Luta Gemma","卢达·洁玛","ルタ＝ジェンマ",
124,"Dogi","多奇","ドギ",
125,"Goban","古邦","ゴーバン",
126,"Jeba","洁瓦","ジェバ",
127,"Raba","拉巴","ラーバ",
128,"Mayor Robels","罗贝鲁斯村长","ロベルス村長",
129,"Ricardo","里卡鲁多","リカルド",
130,"Cezar","施杰鲁","セザール",
131,"Miner Doug","矿工达古","鉱員ダグ",
132,"Chest","契斯特","チェスト",
133,"Theodore","赛欧多亚","セオドア",
134,"Bron","布隆恩","ブロン",
135,"Old Man Mash","老人马休","マッシュ老人",
136,"Kain","凯因","ケイン",
137,"Karin","卡林","カリン",
138,"Rosetty","洛赛提","ロゼッティ",
139,"Dios","迪欧斯","ディオス",
140,"Pim","皮姆","ピム",
141,"Lisa","莉莎","リサ",
142,"Orman","欧曼","オーマン",
143,"Donis","多尼斯","ドニス",
144,"Garreck","盖雷克","ギャレック",
145,"Iris","爱莉丝","アイリス",
146,"Lugan the Thief","盗贼路根","盗賊ルーガン",
147,"Morgan the Thief","盗贼摩根","盗賊モーガン",
148,"Old Man Pablo","老人帕布洛","パブロ老人",
149,"Nikki the Dancer","舞娘妮可","踊り子ニケ",
150,"Cheryl","雪莉露","シェリル",
151,"Fisherman Betelo","渔夫派特洛","漁師ペテロ",
152,"Fran","芙兰","フラン",
153,"Arcia","爱西亚","アーシア",
154,"Marco","马可","マルコ",
155,"Gerald","杰拉多","ジェラルド",
156,"Stephan","史蒂芬","ステファン",
157,"Jacob","杰柯布","ジェイコブ",
158,"Drake","多雷克","ドレイク",
159,"Granny Daria","妲莉亚奶奶","ダリア婆さん",
160,"Old Man Pastol","老人帕斯托尔","パストル老人",
161,"Mason the Trader","商人梅森","貿易商メイソン",
162,"Sylvia","希露碧亚","シルビア",
163,"Torrance","特朗斯","トランス",
164,"Rebecca","蕾蓓卡","レベッカ",
165,"Prim","普丽姆","プリム",
166,"Archelle","阿谢鲁","アーシェル",
167,"Johann","约翰","ヨハン",
168,"Lucca","路卡","ルッカ",
169,"Julius","尤里乌斯","ユリウス",
170,"Cornell","柯涅尔","コーネル",
171,"Hans","汉斯","ハンス",
172,"Haystack","海斯塔克","ヘイスタック",
173,"Boss Bangoa","邦可亚老板","バンゴア親方",
174,"Fana","法娜","ファナ",
175,"Aurora","欧萝拉","オーロラ",
176,"Old Man Franz","弗朗兹袄人","フランツ老人",
177,"Tabitha","塔碧莎","タビサ",
178,"Buck","巴克","バック",
179,"Freddy","弗雷迪","フレディ",
180,"Martha","玛莎","マーサ",
181,"Charme","夏露姆","シャルム",
182,"Old Man Betel","老人贝特尔","ベテル老人",
183,"Lydia","莉迪亚","リディア",
184,"Pamela","帕美拉","パメラ",
185,"Mayor Marcel","马鲁塞尔村长","マルセル町長",
186,"Ephy","爱琵","エピ",
187,"Charlotte","夏萝特","シャーロット",
188,"Old Man Harrison","老人哈里森","ハリスン老人",
189,"Old Man Lahan","老人拉汉","ラハン老人",
190,"Old Man Cronen","老人克拉涅","クローネン老人",
191,"Old Man Corvo","老人柯拉柏","コルボ老人",
192,"Granny Tohbe","托蓓奶奶","トーベ婆さん",
193,"Granny Lucia","露奇亚奶奶","ルチア婆さん",
194,"Granny Soya","索雅奶奶","ソーヤ婆さん",
195,"Elbert","艾尔巴特","エルバート",
196,"Clive","克莱布","クライブ",
197,"Palma","帕尔玛","パルマ",
198,"Demi","德美","デミ",
199,"Linda","琳达","リンダ",
