739,"I'm sure my family's doing\nwell...but I still worry\nabout my dear grandchild.","希望他们都身体健康。\n...只是，对孙子的事我还是不大放心。","",
740,"<!empty>","","",
741,"Slaff is working hard to keep\nthe town safe...but in the end,\nhe may just be kidding himself.","虽然斯拉夫常常在训练，\n可是临时抱佛脚也没用啊...","",
742,"Rather than live in fear of a\nmonster attack, wouldn't it be\nbetter for everyone in Barbado\nto move to Minea?","与其在魔物入侵的威胁下生活，\n还不如乾脆全巴尔巴多的人\n都移民到米内亚去会比较好吧？","",
743,"However hard we try, we're\nsimply no match for the monsters.\nIf they attack us, we're done for!","不管再怎样努力练功，\n我看都很难打赢魔物...","",
744,"You should try to talk some\nsense into that stubborn fool.\nWith mesmerizing hair like yours,\nmaybe he'd listen!","你也是同样的想法对吧？","",
745,"You went to Minea? Are you daft?!\nThere are monsters everywhere!","你说你去过米内亚了？\n你...你不怕魔物吗？","",
746,"There was once a village near the\nmine, but I hear it was razed to\nthe ground by the monsters.","矿山附近的村子\n就是被魔物消灭的啊...","",
747,"How is that you and Slaff can\nbe such brave men? Do you just\neat a lot of fiber, or what?!","不管是你还是斯拉夫...\n真搞不懂为什么你们能够那么有信心？","",
748,"<!empty>","","",
749,"<!empty>","","",
750,"This is the town where I was\nborn and raised. It's my home!\nTo even consider leaving this\nplace...","这里是我出生、成长的地方...\n可能的话我不想移民到外地去。","",
751,"But my child's safety is\nparamount. So perhaps\nMinea, with its city wall,\nreally is the place to be!","但是为了家里的孩子...\n或许住在有城墙的米内亚\n会比较安全吧？","",
752,"Our Danny certainly wants to go to\nMinea. He's already tried to make\nthe journey, in fact...with the\nneighbor's little girl in tow!","我儿子真是的，\n竟然想带着邻居家的女孩\n到米内亚去。","",
753,"We always warn them how dangerous\nit is outside the town... Well,\nlet me tell you, they got what was\ncoming to them!","再三跟他叮咛过\n城外面很危险的...。\n等他回家我一定要好好的骂他一顿。","",
754,"<!empty>","","",
755,"Hey Mister, did you come\nfrom the mainland? Isn't\nthe Stormwall really neato?!","大哥哥你是从外面来的吗？\n岚之结界是不是很可怕呀？","",
756,"<!empty>","","",
757,"<!empty>","","",
758,"I hope it stays forever! If\nit ever goes away, the girl\nnext door will have to leave\nwith her family.","我比较希望结界不要消失。\n消失的话，邻居家的女孩就得跟家里的人\n搭船回去家乡了。","",
759,"Three cheers for the Stormwall!\nIt's what got me my girlfriend!","...结界\n要是不会消失就好了...","",
760,"These little critters are called\npikkards. They've been raised as\nlivestock here for generations.","这只叫做皮卡多。\n自古以来这个国家的人所饲养的家畜。","",
761,"<!empty>","","",
762,"Their meat is absolutely delicious,\nbut they're real easy prey for\nmonsters. So we raise 'em here,\nwhere nothing can hurt 'em but us!","肉质非常棒，美味极了。\n因为会成为魔物的猎物，\n所以就这样圈在城里面养了。","",
763,"<!empty>","","",
764,"<!empty>","","",
765,"Since the ships are all grounded,\nthere's no work to be had at the\nharbor anymore.","自从船只不能通航以后，\n港口的工作机会就全部没了。","",
766,"<!empty>","","",
767,"I'd been hoping to branch out\ninto the silver trade...but\nthat didn't exactly work out\neither. Bad luck, all around!","之前我们都是靠银矿交易在过活的，\n偏偏在打算扩大营业的时候...。\n...太遗憾了。","",
768,"*sigh* Guess it's a fisherman's\nlife for me!","啊，到底该怎么办呢。\n...难道只剩捕鱼一途了吗。\n","",
769,"<!empty>","","",
770,"Watch out for the blue-headed\ndemons out in the field. Be\ncareless, and you'll be dead.","在草原要注意青脑袋的魔物。\n还没有习惯作战之前，\n很难把它打伤。","",
771,"You're only human, after all.\nIf you're not sure about your\nchances for survival...then\nrun away! Run like the wind!","留得青山在不怕没柴烧，\n见情况不妙的时候别意气用事，赶快逃。","",
772,"Slaff should ease up a bit,\nand stop worrying. If things\nget hectic, everyone here can\nalways just move to Minea.","斯拉夫也真是的，\n何必那么紧张呢。\n情况不妙时，大家全部\n逃到米内亚避难就好了嘛。","",
773,"I love this town...but would I die\nfor it? Hell no! Rastin's villagers\nmade that mistake, and I do NOT\nintend to end up like they did!","我是在这地方住习惯了啦，不过...\n我可不想步上拉斯提尼村的后尘。","",
774,"Word on the street is that\nMinea's having a real problem\nwith thieves these days...","不过现在谣传米内亚\n正饱受盗贼之害...","",
775,"Thieves and monsters...\nImagine having to contend\nwith both at the same time!","魔物跟盗贼吗...\n任何一边都很麻烦呀...","",
776,"<!empty>","","",
777,"Things were great six months\nago. Huge trade ships were\ncoming in constantly, and\nBarbado was flourishing.","半年前还是那么美好的呀...\n大商船接二连三的开来，\n那时巴尔巴多港可是热闹极了。","",
778,"But these days, all we do is\nfish, fish, fish. I yearn for\nthe way things were...","如今却成了普通的渔村...\n真怀念那个时候啊。","",
779,"*sigh* I'm not sure this town can\nsurvive on fishing alone. It's only\nbeen six months, and we're already\nin a pretty bad way...","呼...\n短短半年就变成原来的渔村...\n感觉好空虚啊。","",
780,"I wonder what caused the\nStormwall... If we knew\nthat, we might be able to\nget rid of it!","岚之结界的形成原因是什么呢？\n我想要是查得出来，\n这个国家就能恢复原来的样子了。","",
781,"<!empty>","","",
782,"Six months ago, monsters started\nshowing up on the north road.","大约半年前，北边的街道\n开始有魔物出没。","",
783,"As a result, I haven't seen\nmy friends in Minea for quite\nsome time. I wonder how they're\ndoing these days...","害我有好一阵子都没办法\n去见米内亚的朋友。\n他们现在不知道怎么样了...","",
784,"Minea's protected by city walls,\nso it's a safer place to be.","米内亚有坚固的城墙，\n我想是比这里安全。","",
785,"On the other hand, I hear they\nhave some serious crime problems\nthere. Lots of thievery...","不过现在又有风声说\n米内亚频频遭到盗贼骚扰...","",
786,"You know what? I trust our militia.\nThey look after us, Minea, and even\nZepik! They're good people.","还是自卫队比较可靠啊。\n会护送民众到\n米内亚或塞皮克村。","",
787,"But we can't just take them for\ngranted. I mean, you just never\nknow, right?","不过也不能突然就开口要他们帮忙。\n那样做不大好吧？","",
788,"But just between you and me...\nI feel like the men here tend to\nperpetuate violence just to satisfy\ntheir own sense of machismo!","这话我只跟你说哦...\n你不觉得看到男人\n为自己冒生命危险...","",
789,"Though, I dunno, I actually...kinda\nlike that! Big, strong, supple men\nfighting to keep me from harm...\nIt's really pretty sexy!","内心有点高兴吗。","",
790,"<!empty>","","",
791,"<!empty>","","",
792,"<!empty>","","",
793,"Well, now, who might you be?","哦，你不是本地人哦...","",
794,"I see, so you're the young man that\nDr. Bludo has been looking after...\nYou must've been through a lot!","是吗，原来你是被送去布鲁多医生\n那里的年轻人啊...\n发生海难真是不幸啊","",
795,"<!empty>","","",
796,"But you're looking very well.\nThat's Bludo for you!","不过看你好像很健康的样子，\n这应该是布鲁多医生的治疗的功劳吧。","",
797,"There's a fortuneteller who\nlives in #02Minea#00, to the north.\nShe predicted the Stormwall,\nthe monsters...everything!","北#02米内亚街道#00的占卜师\n对于岚之结界与魔物的出现，\n好像做过很多预言的样子...","",
798,"If there's something you need to\nknow, you should go visit her.\nShe'll answer every question you\ncould possibly have!","如果你有什么事情想要知道，\n去拜访一下那位占卜师怎样？","",
799,"...Once you're feeling up to it,\nthat is. Don't want your wounds\nreopening, after all!","不过那是等你的\n身体恢复过来再说的事了。","",
