1995,"What's wrong? You don't look well.","...怎么了吗。\n你的脸色有点差哦？","……どうしたんだい。\nあんた、すこし顔色が悪いよ？",
1996,"Adol told Jeba of Sara's passing.","\n亚特鲁告诉洁瓦莎拉的死讯。","アドルは、サラの死をジェバに伝えた。",
1997,"...","......","…………。",
1998,"I see.","...是吗。","……そうかい。",
1999,"I had a terrible premonition that\nsomething like this might happen.","怪不得我一直有种...不祥的预感。","なんとなくだが……嫌な予感はしていたさ。",
2001,"Sara, too...seemed to know the fate\nthat stood before her. I suppose it\nwas her job to know, after all.","莎拉自己应该...\n也有觉悟到自己的命运吧...","サラ自身も……おのれの運命を\nどこか悟っている様子があった……。",
2002,"...","......","…………。",
2005,"Does that bother you? If it sets\nyour mind at ease, do know that she\nhad completely accepted her destiny.","你很在意莎拉的事吗？\n她一直很明白自己的命运的。","サラのことが気になるのかい？\nあの娘は、おのれの運命を十分に理解していたよ。",
2006,"We shall both grieve, certainly.\nBut if you wish to honor her memory,\nthen...carry out her final wish.","你真那么伤心的话，\n就帮她把未完的事做完吧。","悲しんでやる気持ちがあるのなら\nあの娘がやり残したことを手伝っておくれ。",
2008," What will you do?","要做什么？","どうしますか？",
2009,"Speak to Jeba","与洁瓦讲话","ジェバと話す",
2010,"Ask Jeba to read","请她解读","本を読んでもらう",
2011,"Leave","不讲话了","話をやめる",
2012,"Long ago, Ys was ruled by two\nGoddesses and six Priests.","...据传，古代的伊苏国是由\n二位女神与六位神官所统治。","……古代イース王国は、二人の女神と\n六人の神官によって治められていたという。",
2013,"Sara and I are descended from one of\nthese Priests. Much of Sara's power\ncame from the Tovah bloodline.","我与莎拉就是神官托霸的后代。\n特别是莎拉，明显的继承了神官祖先的力量...。","私とサラは、神官トバの末裔にあたるのさ。\nとくに、サラは神官の力を強く受け継いでいた……。",
2014,"I suspect she knew more about the\ndisasters befalling Esteria than\nanyone could've imagined...","也许她的眼中，早就已经看到\n正在逼近的灾难的全貌...","あの子の目には、迫りくる災いの正体が\nはっきりと映っていたのかもしれないねぇ……。",
2016,"...Well, we cannot grieve Sara's loss\nforever.","...人是不可能\n永远沉浸在悲伤的情感之中的。","……いつまでも、\n悲しんでいるわけにはいかないからね。",
2017,"In order to grant her dying wish,\nyou must continue onward, Adol.\nYou must find the Books of Ys!","为了继承莎拉的遗志...\n我会尽我所有的力量来协助你。","サラの遺志を継ぐためにも……\nできる限りの協力をさせてもらうよ。",
2018,"I am fully convinced that you are\nthe swordsman whose coming Sara\nforetold.","毕竟不管怎么说，\n你可是她找到的剑士啊。","何といっても、あんたは\nあの子が見出した剣士なんだ。",
2019,"At any rate... The Books of Ys...","接着嘛...先说『伊苏之书』吧。","さて……とりあえず『イースの本』だね。",
2020,"I'm a bit rusty...but with Sara\ngone, I am the only one left who\ncan read the ancient script.","莎拉已经不在了，\n能解读古文字的人，世上恐怕就只剩下我啰。","サラがいなくなった以上\nその古代文字を読めるのは、\nおそらく私だけだろう。",
2025,"Which shall I read?","要读哪一章？","どれを読むかね？",
2026,"Volume Hadal","哈达尔之章","ハダルの章",
2027,"Volume Tovah","托霸之章","トバの章",
2028,"Volume Dabbie","达比之章","ダビーの章",
2029,"None for now","不读了","読むのをやめる",
2031,"So this is the book you found\nin the shrine...","这就是在神殿找到的吗...","これが、神殿にあったものか……。",
2035,"This is the Book of Ys lost from\nour family's storehouse, long ago.","这不是我们托霸家遗失的\n伊苏之书吗...","これは、わがトバ家から失われたという\nイースの本じゃないか……。",
2039,"So...it was in the abandoned mine,\nwas it? How peculiar...","废矿坑的深处...\n竟然在那种地方呀。","廃坑の奥……\nそんな所にあったのかい。",
2042,"The words recorded in these books\nwill surely illuminate the truth\nbehind Esteria's turmoil...","书上记载的内容\n应该会为我们解明\n一连串事件背后的真相。","本に書かれた内容は、\n一連の事件の背後にある真相を\nきっと照らし出してくれるはずさ。",
2043,"The Stormwall... The appearance of\nthe monsters... The continued theft\nof all items made from silver...","岚之结界...魔物的出现...\n银制品的失窃事件...","嵐の結界……魔物の発生……\n銀製品の盗難事件……",
2044,"And now, Sara's death...","还有莎拉的死...","そしてサラの死さえも……。",
2045,"I'm certain that all of this stems\nfrom a great instability in the\nflow of destiny.","...这些事件，\n只是正在发生的历史巨变中\n的小插曲。","……すべての出来事は、\nなにかとてつもなく大きな流れの中で\n起きたものに違いない。",
2046,"You are the only one with the\nability to uncover the truth\nbehind it all!","知道这些事的人，可能就只有你了。","それを読み解けるのは、あんた一人だけだろう。",
2049," What will you do?","要做什么？","どうしますか？",
2050,"Speak to Jeba","与洁瓦讲话","ジェバと話す",
2051,"Speak to Feena","与菲娜讲话","フィーナと話す",
2052,"Ask Jeba to read","请求解读","本を読んでもらう",
2053,"Leave","不讲话了","話をやめる",
2055,"One of the villagers reported\nsomething most unusual.","刚才村子的人在谈一件很奇怪的事。\n","さきほど、村の者が妙なことを言っておった。\n",
2056,"She said she could hear a mysterious\nvoice mixed in with the winds upon\nthe plain. It was like a whisper...","据说草原吹来的风中\n传来不可思议的声音。","草原からの風にまじって\n不思議な声が聞こえてくるという。",
2057,"Perhaps the voice belongs to one\nof the Roda-- the Great Twin Trees\nof Esteria.","说不定那是来自\n草原的双生树『萝妲』的声音哦。","ひょっとしたら、その声の主は、\n草原にある双子の樹『ロダ』かもしれない。",
2058,"At one time, humans conversed\nreadily with the Roda Trees,\nmerely by eating their seeds.","以前我曾经听说，吃下萝妲的种子的人，\n可以跟双生的萝妲之树讲话。","かつて、この地の人間は、その種を食す事で\n二本のロダの樹と、会話することが出来たそうだ。",
2059,"Perhaps if you should find and\ningest a #02Roda Tree Seed#00 yourself,\nyou may have a similar experience.","要是你有找到#02萝妲的种子#00，\n说不定就可以听懂它们讲的话。","もし、あんたが#02ロダの種#00を見つけたら\n彼らの話が聞けるかもしれないよ。",
2062,"There are six Books of Ys.","伊苏之书一共有六册...","イースの本は全部で六冊……。",
2063,"The remaining three are all\nhidden within #02Darm Tower.","剩下的三本一定就在#02达姆之塔#00。","残りの三冊は#02ダームの塔#00にあるに違いない。",
2064,"The Devil's Tower, they call it.\nIt dates back as far as the shrine.","那地方可是跟神殿并列的\n古老遗迹呀。","なにしろあそこは、\n神殿と並ぶほど古い遺跡だからね。",
2065,"If you go there, I recommend you\nspeak with my son, #02Goban.#00 He should\nbe able to show you the way in.","你可以去找我儿子#02古邦#00帮忙\n打开塔的入口。","私の息子の#02ゴーバン#00に頼んで\n塔の入り口を開けてもらうといい。",
2066,"You are an accomplished swordsman.","你已经是能够独当一面的剑士了。","あんたは、もう一人前の剣士だ。",
2067,"Indeed, you are the hero that Sara\nforesaw. The legendary brave soul.\nI commend you for coming so far.","莎拉所预言的剑士啊...\n难得你能够有这样的成长。","サラの予言した者とはいえ……\nよくぞここまで成長したもんだよ。",
2069,"I'm certain that you will be all\nright, even in the Devil's Tower.","以你的能力，就算进入那个『恶魔塔』\n一定也不会有问题。","あんただったら、あの『悪魔の塔』に入っても\nきっと大丈夫だろう。",
2070,"...Darm is an old word for devil,\nyou see.","达姆在古语中\n是『魔』的意思。","ダームとは、『魔』を意味する\nいにしえの言葉なんだよ。",
2071,"You must remain focused within the\ntower. Pay attention to all of your\nsenses, and do not drop your guard!","在那个塔中，你所知道的常识\n很可能完全不适用。你要有这心理准备。","あの塔の中では、あんたの常識は\n一切通用しないと思った方がいい。",
2072,"Follow your instincts, as well.\nIf something looks like a trap,\nit probably is!","切记，所有行动都要谨慎再谨慎。","くれぐれも、慎重に行動するんだよ。",
2076,"Adol, have you listened to\nReah play her harmonica yet?","亚特鲁先生，你有听过\n蕾雅吹口琴吗？\n","アドルさんは、レアさんのハーモニカを\nお聴きになりましたか？\n",
2077,"When I heard its music echoing\nacross the countryside, I suddenly\nfelt pangs of...nostalgia?","我发现我好像...\n以前曾经听过那个声音...\n","私……あの音色を聴くのは……\nこれが初めてじゃないような気がして……。\n",
2078,"I was absolutely elated. I've never\nfelt so happy before!","怎么讲，感觉非常的怀念...。","何だか、とても懐かしい気持ちになりました……。",
2080,"Jeba has been teaching me\nmany things since my arrival\nhere in Zepik.","最近洁瓦婆婆\n教了我很多事情哦。","最近、ジェバさんから\n色々なことを教わっているんです。",
2081,"Mixing herbs... Fortunetelling...\nThe culture and history of\nEsteria, too...","像是药草的调配方法呀...\n占卜的方法呀...\n艾斯塔里亚的文化与历史等等。","薬草の調合方法……\n占いのやり方……\nエステリアの文化や歴史……。",
2082,"Every day makes me feel\ncomplete.","我觉得每天都过得好充实。","なんだか毎日が充実しています。",
2083,"All my fears and reservations\nfrom my long imprisonment have\nvanished into thin air.","之前在神殿的时候连自己是谁都不知道，\n不安的情绪压得我几乎崩溃...","神殿にいた頃は、自分が何者なのかという不安に\n押しつぶされているだけでした……。",
2084,"...Well, almost all. The truth still\npetrifies me...","...一想到那件事，心里都还有点惧怕。","……本当は、今もすこし恐いんです。",
2085,"Whenever I get particularly scared,\nthough, I just think about when you\ntook my hand and led me to safety...","那时候...\n幸亏亚特鲁先生拉住我的手...","でもあの時……\nアドルさんが私の手を取ってくれたから……。",
2086,"You taught me courage, Adol.","给予了我勇气...","私に勇気をくれたから……。",
2088,"Thanks to you, I've been able\nto look ahead, without ever\nfeeling I must also look back.","我才能向前迈进。","私は、前に進むことができたんです。",
2090,"I don't...really know if any of\nthis means anything to you.","我并不知道...亚特鲁先生\n正在为什么事而忙。\n","私は……アドルさんが\nどういった事に関わっているのか知りません。\n",
2091,"I won't ask you not to go. But...\njust promise me one thing.","所以我也不敢求你不要走。\n我只希望...你能跟我做一个约定。","だから、行かないでとは言いません。\nでも……ひとつだけ約束して欲しいんです。",
2092,"Come back safely...","...你一定要平安无事...","……お願い、どうか無事でいて……。",
2094,"...So that I may see you again.","然后...一定要来看我哦。","そしてもう一度……私に会いに来てください。",
2095,"Please continue to do your utmost\nfor this wonderful land. I will\nalways be here, waiting for you...","亚特鲁先生，你要加油哦。\n我一直在这里等着你哦...","アドルさん、頑張ってください。\n私、いつまでも待っていますから……。",
2099,"Which shall I read?","要看哪一章？","どれを読むんだい？",
2100,"Volume Hadal","哈达尔之章","ハダルの章",
2101,"Volume Tovah","托霸之章","トバの章",
2102,"Volume Dabbie","达比之章","ダビーの章",
2103,"None for now","不读了","読むのをやめる",
2109,"Oh...!","哦哦...！","おお……！",
2110,"Young man, where did you come from?","年轻人，你是打哪儿来的呀？","お若いの、どこから来なすった？",
2111,"Ah, from Barbado? You know Dr.\nBludo, then? Good, good.","...哦，你来自巴尔巴多呀。\n既然你认识布鲁多大人，那我就放心了。","……そうか、バルバドからか。\nブルドー殿の知り合いならば安心というものだ。",
2112,"I have something to tell you, but\nyou must promise me you will NOT\nlet the villagers know about it.","我有一件\n绝对不能让村民知道的事...","少々、村の人間に聞かせたくない\n話があってな……。",
2113,"Will you keep this conversation\nbetween us?","如果我告诉你了，\n你能够保密吗？","これから話す事を、\nどうか内密にしてくれんか？",
