77,"Monocle","眼镜","text.ini",8,12,5121968,-1,
78,"Display","显示","text.ini",8,12,5128092,-1,
79,"Artwork","插画","text.ini",8,12,5128160,-1,
80,"Compact"," ","text.ini",8,12,5128424,-1,
81,"Torrance","特朗斯","text2.ini",9,12,5094508,-1,
82,"Archelle","阿谢鲁","text2.ini",9,12,5094636,-1,
83,"Haystack","海斯塔克","text2.ini",9,12,5094680,-1,
84,"Theodore","赛欧多亚","text2.ini",9,12,5094836,-1,
85,"Othcross","奥斯括斯","text2.ini",9,12,5112108,5076024,
86,"Accumate","伢九梅特","text2.ini",9,12,5112192,5076060,
87,"Kelmarel","凯尔莫尔","text2.ini",9,12,5112264,5076092,
88,"Chryolos","库利欧斯","text2.ini",9,12,5112284,5076100,
89,"Euchreas","尤库里斯","text2.ini",9,12,5112304,5076108,
90,"Bordisch","博帝修","text2.ini",9,12,5112316,5076112,
91,"Jenocres","杰诺库斯","text2.ini",9,12,5112328,5076116,
92,"Pictimos","皮特莫丝","text2.ini",9,12,5112364,5076128,
93,"Darm Key","达姆之钥","text.ini",9,12,5121880,-1,
94,"Necklace","项链","text.ini",9,12,5122012,-1,
95,"  NORMAL","  普通","text.ini",9,12,5124336,-1,
96,"Ramparts","城墙","text.ini",9,12,5124436,-1,
97,"Movement","移动","text.ini",9,12,5128148,-1,
98,"Complete","完全版","text.ini",9,12,5128288,-1,
99,"Bilinear","双线性","text.ini",9,12,5128300,-1,
100,"Standard","标准","text.ini",9,12,5128340,-1,
101,"BGM Type","BGM类型","text.ini",9,12,5128436,-1,
102,"Menu Bar","菜单栏","text.ini",9,12,5128568,-1,
103,"NEW GAME","新游戏","text.ini",9,12,5129696,-1,
104,"Level up!","升级！","text.ini",10,12,5090780,-1,
105,"Charlotte","夏萝特","text2.ini",10,12,5095008,-1,
106,"Chelasken","克莱斯凯","text2.ini",10,12,5112144,5076040,
107,"Riffligan","里夫利刚","text2.ini",10,12,5112172,5076052,
108,"Wilewarer","崴尔瓦拉","text2.ini",10,12,5112236,5076080,
109,"Nygtilger","泥古缇鲁嘎","text2.ini",10,12,5112340,5076120,
110,"Vagullion","八九隆","text2.ini",10,12,5112352,5076124,
111,"Dark Fact","达克法克特","text2.ini",10,12,5112404,5076140,
112,"Heal Ring","治疗戒指","text.ini",10,12,5121700,-1,
113,"Evil Ring","邪恶戒指","text.ini",10,12,5121712,-1,
114,"Ivory Key","象牙之钥","text.ini",10,12,5121856,-1,
115,"Shrine B1","神殿下1层","text.ini",10,12,5124884,-1,
116,"Shrine B2","神殿下2层","text.ini",10,12,5124896,-1,
117,"Shrine B3","神殿下3层","text.ini",10,12,5124908,-1,
118,"Lakeshore","湖畔","text.ini",10,12,5125512,-1,
119,"Quit Game","退出游戏","text.ini",10,12,5128136,-1,
120,"Filtering","过滤","text.ini",10,12,5128200,-1,
121,"Trilinear","三线性","text.ini",10,12,5128328,-1,
122,"NIGHTMARE","梦魇","text.ini",10,12,5129676,-1,
123,"Nurse Ayla","护士艾拉","text2.ini",11,12,5094388,-1,
124,"Miner Doug","旷工达古","text2.ini",11,12,5094752,-1,
125,"Nurse Lisa","护士莉莎","text2.ini",11,12,5094824,-1,
126,"Khonsclard","空斯库拉德","text2.ini",11,12,5112376,5076132,
127,"Long Sword","长剑","text.ini",11,12,5121472,-1,
128,"Chain Mail","锁链甲","text.ini",11,12,5121600,-1,
129,"Plate Mail","金属板甲","text.ini",11,12,5121612,-1,
130,"Power Ring","力之戒指","text.ini",11,12,5121664,-1,
131,"Timer Ring","时光戒指","text.ini",11,12,5121688,-1,
132,"Prison Key","牢房之钥","text.ini",11,12,5121832,-1,
133,"Shrine Key","神殿之钥","text.ini",11,12,5121844,-1,
134,"Marble Key","大理石之钥","text.ini",11,12,5121868,-1,
135,"Pim's Pawn","皮姆交换所","text.ini",11,12,5124532,-1,
136,"Militia HQ","自卫队总部","text.ini",11,12,5124764,-1,
137,"Sky Bridge","天桥","text.ini",11,12,5125436,-1,
138,"Frame Type","帧类型","text.ini",11,12,5128232,-1,
139,"Chronicles","编年史","text.ini",11,12,5128276,-1,
140,"No Display","不显示","text.ini",11,12,5128412,-1,
141,"Directions","方向","text.ini",11,12,5128596,-1,
142,"360 Degree","360度","text.ini",11,12,5128676,-1,
143,"Bump Master"," ","text.ini",12,12,5070572,-1,
144,"Boss Bangoa","邦可亚老板","text2.ini",12,12,5094700,-1,
145,"Granny Edda","爱妲奶奶","text2.ini",12,12,5095076,-1,
146,"Granny Soya","索雅奶奶","text2.ini",12,12,5095192,-1,
147,"Short Sword","短剑","text.ini",12,12,5121460,-1,
148,"Flame Sword","火之剑","text.ini",12,12,5121508,-1,
149,"Shield Ring","防护戒指","text.ini",12,12,5121676,-1,
150,"Volume Mesa","梅萨之章","text.ini",12,12,5121772,-1,
151,"Volume Fact","法克特之章","text.ini",12,12,5121800,-1,
152,"Silver Bell","银之铃","text.ini",12,12,5121924,-1,
153,"Blue Amulet","蓝色护身符","text.ini",12,12,5121976,-1,
154,"Golden Vase","金之台座","text.ini",12,12,5122024,-1,
155,"Heal Potion","伤药","text.ini",12,12,5122036,-1,
156,"  NIGHTMARE","  梦魇","text.ini",12,12,5124356,-1,
157,"Minea Byway","米内亚小道","text.ini",12,12,5124800,-1,
158,"Mine Depths","矿山深处","text.ini",12,12,5125052,-1,
159,"EXP Display","经验显示","text.ini",12,12,5128188,-1,
160,"TIME ATTACK","竞速模式","text.ini",12,12,5129724,-1,
161,"Into the Sky"," ","text.ini",13,12,5070556,-1,
162,"Doctor Bludo","布鲁多医生","text2.ini",13,12,5094372,-1,
163,"Granny Daria","妲莉亚奶奶","text2.ini",13,12,5094588,-1,
164,"Doctor Klaus","克拉杰医师","text2.ini",13,12,5094808,-1,
165,"Old Man Mash","老人马休","text2.ini",13,12,5094856,-1,
166,"Mayor Marcel","镇长马鲁塞尔","text2.ini",13,12,5094908,-1,
167,"Mayor Robels","村长罗贝鲁斯","text2.ini",13,12,5095044,-1,
168,"Granny Lucia","露西娅奶奶","text2.ini",13,12,5095168,-1,
169,"Granny Tohbe","托蓓奶奶","text2.ini",13,12,5095204,-1,
170,"Silver Sword","银之剑","text.ini",13,12,5121492,-1,
171,"Small Shield","小盾","text.ini",13,12,5121520,-1,
172,"Large Shield","大盾","text.ini",13,12,5121552,-1,
173,"Silver Armor","银之铠甲","text.ini",13,12,5121632,-1,
174,"Battle Armor","战甲","text.ini",13,12,5121648,-1,
175,"Volume Hadal","哈达尔之章","text.ini",13,12,5121724,-1,
176,"Volume Tovah","托瓦之章","text.ini",13,12,5121740,-1,
177,"Volume Gemma","洁玛之章","text.ini",13,12,5121784,-1,
178,"Mask of Eyes","面具","text.ini",13,12,5122072,-1,
179,"Dios' Armory","迪欧斯防具店","text.ini",13,12,5124516,-1,
180,"Buck's House","巴克","text.ini",13,12,5124544,-1,
181,"Barbado Port","巴尔巴多港","text.ini",13,12,5124648,-1,
182,"Gerald's Pub","杰拉多","text.ini",13,12,5124680,-1,
183,"Warehouse 2F","仓库2层","text.ini",13,12,5124776,-1,
184,"Jeba's House","洁瓦的家","text.ini",13,12,5124828,-1,
185,"Luta's House","卢达的家","text.ini",13,12,5124844,-1,
186,"Edda's House","爱妲的家","text.ini",13,12,5124860,-1,
187,"Thieves' Den","盗贼碉堡","text.ini",13,12,5124936,-1,
188,"Mining Pit 1","1号矿坑","text.ini",13,12,5125020,-1,
189,"Mining Pit 2","2号矿坑","text.ini",13,12,5125036,-1,
190,"Adol Visible","主角可见","text.ini",13,12,5128384,-1,
191,"Old Man Franz","老人弗朗兹","text2.ini",14,12,5094772,-1,
192,"Old Man Betel","老人贝特尔","text2.ini",14,12,5094948,-1,
193,"Old Man Lahan","老人拉汉","text2.ini",14,12,5095104,-1,
194,"Old Man Pablo","老人帕布洛","text2.ini",14,12,5095152,-1,
195,"Old Man Corvo","老人柯拉柏","text2.ini",14,12,5095220,-1,
196,"Middle Shield","中盾","text.ini",14,12,5121536,-1,
197,"Silver Shield","银之盾","text.ini",14,12,5121568,-1,
198,"Battle Shield","战之盾","text.ini",14,12,5121584,-1,
199,"Volume Dabbie","达比之章","text.ini",14,12,5121756,-1,
200,"Sapphire Ring","蓝宝石戒指","text.ini",14,12,5121996,-1,
201,"Blue Necklace","蓝宝石项链","text.ini",14,12,5122088,-1,
202,"Town of Minea","米内亚街道","text.ini",14,12,5124420,-1,
203,"Klaus' Clinic","克拉杰医院","text.ini",14,12,5124464,-1,
204,"Betel's House","贝特尔","text.ini",14,12,5124592,-1,
205,"Mason's House","梅森的家","text.ini",14,12,5124696,-1,
206,"Daria's House","妲莉亚的家","text.ini",14,12,5124728,-1,
207,"Zepik Village","塞皮克村","text.ini",14,12,5124812,-1,
208,"Mountain Path","山路","text.ini",14,12,5124920,-1,
209,"Darm Tower 2F","达姆之塔2层","text.ini",14,12,5125064,-1,
210,"Darm Tower 3F","达姆之塔3层","text.ini",14,12,5125080,-1,
211,"Darm Tower 4F","达姆之塔4层","text.ini",14,12,5125096,-1,
212,"Darm Tower 5F","达姆之塔5层","text.ini",14,12,5125112,-1,
213,"Darm Tower 6F","达姆之塔6层","text.ini",14,12,5125128,-1,
214,"Darm Tower 7F","达姆之塔7层","text.ini",14,12,5125144,-1,
215,"Darm Tower 8F","达姆之塔8层","text.ini",14,12,5125160,-1,
216,"Darm Tower 9F","达姆之塔9层","text.ini",14,12,5125176,-1,
217,"Darm Tower 1F","达姆之塔1层","text.ini",14,12,5125404,-1,
218,"Spiral Stairs","旋梯","text.ini",14,12,5125480,-1,
219,"Blood Effects","血液效果","text.ini",14,12,5128244,-1,
220,"Monster Stats","魔物统计","text.ini",14,12,5128260,-1,
221,"To Next Level","下一等级","text.ini",14,12,5128352,-1,
222,"8-Directional","8向移动","text.ini",14,12,5128732,-1,
223,"+ Slow enemy.","+ 缓慢敌人","text.ini",14,12,5129088,-1,
224,"Monster Masher"," ","text.ini",15,12,5070528,-1,
225,"Old Man George","老人凯欧鲁古","text2.ini",15,12,5094432,-1,
226,"Old Man Pastol","老人帕斯托尔","text2.ini",15,12,5094484,-1,
227,"Old Man Cronen","老人克拉捏","text2.ini",15,12,5095128,-1,
228,"Sara's Crystal","莎拉的水晶","text.ini",15,12,5121892,-1,
229,"Roda Tree Seed","萝妲之种子","text.ini",15,12,5121908,-1,
230,"Piece of Paper","纸片","text.ini",15,12,5122120,-1,
231,"Golden Pendant","金之项坠","text.ini",15,12,5122136,-1,
232,"Freddy's House","弗雷迪","text.ini",15,12,5124560,-1,
233,"Charme's House","夏露姆","text.ini",15,12,5124576,-1,
234,"Bludo's Clinic","布鲁多的医院","text.ini",15,12,5124664,-1,
235,"Militia Armory","自卫队的武器库","text.ini",15,12,5124712,-1,
236,"Darm Tower 10F","达姆之塔10层","text.ini",15,12,5125192,-1,
237,"Darm Tower 11F","达姆之塔11层","text.ini",15,12,5125208,-1,
238,"Darm Tower 12F","达姆之塔12层","text.ini",15,12,5125224,-1,
239,"Darm Tower 13F","达姆之塔13层","text.ini",15,12,5125240,-1,
240,"Darm Tower 14F","达姆之塔14层","text.ini",15,12,5125256,-1,
241,"Darm Tower 15F","达姆之塔15层","text.ini",15,12,5125272,-1,
242,"Darm Tower 17F","达姆之塔17层","text.ini",15,12,5125288,-1,
243,"Darm Tower 18F","达姆之塔18层","text.ini",15,12,5125304,-1,
244,"Darm Tower 19F","达姆之塔19层","text.ini",15,12,5125320,-1,
245,"Darm Tower 20F","达姆之塔20层","text.ini",15,12,5125336,-1,
246,"Darm Tower 21F","达姆之塔21层","text.ini",15,12,5125352,-1,
247,"Darm Tower 16F","达姆之塔16层","text.ini",15,12,5125420,-1,
248,"Darm Tower 25F","达姆之塔25层","text.ini",15,12,5125496,-1,
249,"+ Mortal sins.","+ 大罪","text.ini",15,12,5129128,-1,
250,"Darm Tower %dF","达姆之塔 %d层","text.ini",15,12,5129212,-1,
251,"Save Confirmed","确认保存","text.ini",15,12,5130544,-1,
252,"Confirm Delete","确认删除","text.ini",15,12,5130588,-1,
253,"Sworded Details"," ","text.ini",16,12,5070584,-1,
254,"Lugan the Thief","盗贼路根","text2.ini",16,12,5095244,-1,
255,"Yogleks&Omulgun","尤古＆欧姆鲁","text2.ini",16,12,5112388,5076136,
256,"Bestiary Potion","动物之药","text.ini",16,12,5122104,-1,
257,"Sara's Fortunes","占卜师莎拉的店","text.ini",16,12,5124448,-1,
258,"Orman's Spirits","欧曼的酒馆","text.ini",16,12,5124480,-1,
259,"Rado's Annex 1F","拉多之塔1层","text.ini",16,12,5125448,-1,
260,"Rado's Annex 3F","拉多之塔3层","text.ini",16,12,5125464,-1,
261,"Restore Default","恢复默认","text.ini",16,12,5128536,-1,
262,"<<<< Sound >>>>","<<<<声音>>>>","text.ini",16,12,5128552,-1,
263,"Gamepad Buttons","控制器按键","text.ini",16,12,5128580,-1,
264,"Normal Movement","普通移动","text.ini",16,12,5128652,-1,
265,"Lv.%d Swordsman","Lv.%d 剑士","text.ini",16,12,5129240,-1,
266,"Complete (2001)","完全版（2001）","text.ini",16,12,5129600,-1,
267,"<<<< Files >>>>","<<<<文件>>>>","text.ini",16,12,5130816,-1,
268,"Fisherman Betelo","渔夫派特洛","text2.ini",17,12,5094448,-1,
269,"Mason the Trader","商人梅森","text2.ini",17,12,5094544,-1,
270,"Nikki the Dancer","舞娘妮可","text2.ini",17,12,5094788,-1,
271,"Old Man Harrison","老人哈里森","text2.ini",17,12,5094988,-1,
272,"Morgan the Thief","盗贼摩根","text2.ini",17,12,5095260,-1,
273,"Treasure Box Key","宝箱之钥","text.ini",17,12,5121812,-1,
274,"Silver Harmonica","银之口琴","text.ini",17,12,5121936,-1,
275,"Harrison's House","哈里森的家","text.ini",17,12,5124628,-1,
276,"Torrance's House","特朗斯的家","text.ini",17,12,5124744,-1,
277,"Mayor's Residence","村长宅邸","text.ini",18,12,5124608,-1,
278,"Abandoned Mine 1F","废坑1层","text.ini",18,12,5124960,-1,
279,"Abandoned Mine B1","废坑地下1层","text.ini",18,12,5124980,-1,
280,"Abandoned Mine B2","废坑地下2层","text.ini",18,12,5125000,-1,
281,"Wall Transparency","墙透明度","text.ini",18,12,5128212,-1,
282,"<<<< Display >>>>","<<<<显示>>>>","text.ini",18,12,5128448,-1,
283,"<< Books of Ys >>","《伊苏之书》","text.ini",18,12,5129480,-1,
284,"Chronicles (2009)","编年史（2009）","text.ini",18,12,5129544,-1,
285,"Rosetty's Weaponry","洛赛提武器店","text.ini",19,12,5124496,-1,
286,"Darm Tower Dungeon","达姆之塔地牢","text.ini",19,12,5125384,-1,
287,"<<<< Settings >>>>","<<<<设置>>>>","text.ini",19,12,5128168,-1,
288,"<<<< Movement >>>>","<<<<移动>>>>","text.ini",19,12,5128712,-1,
289,"That Wacky Minstrel"," ","text.ini",20,12,5070772,-1,
290,"Some Kind of Sorcerer"," ","text.ini",22,12,5070656,-1,
291,"+ Halve given damage.","+ 受伤减半","text.ini",22,12,5129104,-1,
292,"Hello, My Name Is Adol","你好，我是亚特鲁","text.ini",23,12,5070504,-1,
293,"Gold Is the New Silver"," ","text.ini",23,12,5070844,-1,
294,"Forever Level One To Me"," ","text.ini",24,12,5070680,-1,
295,"+ Double damage output.","+ 双倍伤害","text.ini",24,12,5129056,-1,
296,"The Pim's-Lower Approach"," ","text.ini",25,12,5070628,-1,
297,"Seriously Sworded Details"," ","text.ini",26,12,5070600,-1,
298,"+ Recover HP in dungeons.","+ 地下城中恢复的生命","text.ini",26,12,5129144,-1,
299,"Esteria, We Hardly Knew Ye"," ","text.ini",27,12,5070868,-1,
300,"#02Please choose game mode.","#02请选择游戏模式","text.ini",28,12,5129572,-1,
301,"Hey Baby, What's Your Width?"," ","text.ini",29,12,5070704,-1,
302,"Adol the Wall-Crusher-Enabler"," ","text.ini",30,12,5070812,-1,
303,"#02Exit game and\nreturn to title?","#02离开游戏并\n返回标题?","text.ini",34,12,5130832,-1,
304,"#02Please choose difficulty level.","#02请选择难度","text.ini",35,12,5129640,-1,
305,"I Can't See You, But I Can Feel You","我看不见你，但能感受到你","text.ini",36,12,5070736,-1,
306,"#02Quit game and return\nto Windows?","#02退出游戏并\n返回桌面？","text.ini",36,12,5128100,-1,
307,"System Data has not been saved.\nReturn to title screen anyway?","系统文件尚未保存。\n还要返回标题界面吗？","text.ini",63,12,5132308,-1,
308,"Ys II Chronicles+ is already running.\nYs I cannot run concurrently.","伊苏2编年史正在运行。\n伊苏1无法正确运行。","text.ini",68,12,5123080,-1,
309,"ia 6 months ago\nto research its ancient\nruins, and happened to be in\nthe tower when the monsters\nfirst appeared.","在6个月前研究\n其古代遗迹时，\n恰好也是塔中怪物\n首次出现的时候。","text2.ini",113,12,5111890,-1,
310,"A dwarf from the plains.\nLooks fearsome, but is\nactually quite weak. May\npresent a challenge at\nfirst, but will quickly\nbecome a pushover.","栖息于草原的小人族。\n虽然看起来瘆人恐怖，\n但力量很弱，并不强大。\n初见时可能会\n苦战一番，只要稍微积累经验，\n徒手也能打倒吧。","text2.ini",139,12,5112576,5076264,
311,"A red-furred feral dog that\nroams the Esterian plains.\nMoves quickly and often\nattacks in packs, making it\na real threat to the unwary\ntraveler.","奔跑在草原的红色猛犬。\n漂流而来的亚特鲁被其袭击，\n之后才被送入医院。\n动作灵活，成群结队，\n需要特别注意。\n最好做足准备再与其战斗。","text2.ini",145,12,5112880,5076272,
312,"A monster who lies in wait\non the lowest level of the\nshrine to slice apart its\nprey with a magic-infused\nsword. Hides its true form\nbeneath a cloak.","神殿最下层的魔物。\n时刻等待着用魔力强化\n过的剑将侵入者切个粉碎。\n虽然被斗篷包裹着，\n真身不明，\n推测其大概是高位的魔族。","text2.ini",150,12,5114016,5076300,
313,"A bitter relative to the\nAccumate who dwells far from\nits brethren, on floor 10 of\nDarm Tower. Not very strong,\nbut boasts tremendously high\nagility.","栖息于达姆之塔１０层。\n属于伢九梅特一族，\n力量相对降低，而敏捷大大提升。\n明明是同族却和伢九梅特\n关系不好，在塔中也是\n分开生活着。","text2.ini",150,12,5116488,5076360,
314,"A bug-beast that dwells in\nthe abandoned mine. Its\nslippery body deflects sword\nstrikes, and its sharp fangs\ncan pierce armor. Doesn't\ngo down easily.","徘徊于废坑的妖虫。\n光滑的身体弹开剑刃，\n锐利的牙齿扯破铠甲。\n简单几道斩击是杀不死它的，\n必须将它大分八块，\n直到完全活动才行。","text2.ini",151,12,5114496,5076312,
315,"A half-bug half-man that\ndwells in the abandoned\nmine. Its exoskeleton grants\nit excellent defense and\nspeed alike. Attacks with\nchaotic sword-swipes.","栖息于废坑中的魔物。\n同时拥有虫子和人类的特性，\n纵横挥舞着巨大的刀刃。\n外骨骼身体敏捷又强韧，\n半桶水的攻击会被\n反弹回去。","text2.ini",151,12,5115320,5076332,
316,"A hand-selected Riffligan\ninhabiting floor 18 of Darm\nTower. The elitest of the\nelite, boasting sword tech-\nniques other monsters could\nonly dream of.","出没于达姆之塔１８层。\n里夫利刚之中被选中的\n精英中的精英。\n在魔物中以最为华丽的剑技\n为傲，通过轻快的步伐玩弄\n对手。","text2.ini",151,12,5117472,5076384,
317,"A semi-transparent life-form\nthat lurks in the abandoned\nmine. Its jelly-like body\nlatches on to its victims\nand begins dissolving them.\nAim for the eye.","潜藏在废坑的半透明生命体。\n拥有富于弹力的胶状肉体，\n能溶化掉抱住的猎物。\n砍中身体也会立刻恢复，\n只能通过破坏眼珠将其打倒。","text2.ini",154,12,5114336,5076308,
318,"A soulless, steel-armored\nsentry guarding Rado's Annex\naround floor 15 of the Tower\nof Darm. Ordered to dispose\nof any intruders who attempt\nto gain entry.","达姆之塔１５层附近。\n在钢铁铠甲中\n寄宿着邪恶意念的\n无魂哨兵士兵。\n被命令守护拉德之塔，\n迅速排除一切接近塔\n的人。","text2.ini",156,12,5116976,5076372,
319,"Inhabits floor 20 of Darm\nTower. The strongest warrior\namongst the monsters, by\nleaps and bounds. Attempting\nto take on more than one at\na time is suicide.","出没于达姆之塔２０层。\n战力强大，其他魔物完全\n不能匹敌的最强战士。\n若想要同时应对复数对手，\n那就是自寻死路。\n身处隐藏房间，\n守护着最强的剑。","text2.ini",156,12,5117792,5076392,
320,"A monster found beneath the\nshrine. Often thought to be\nthe head of a giant, but no\none knows for certain. Its\nbloodshot eyes unendingly\nscan for fresh meat.","出没于神殿地下的怪物。\n虽然说是巨人族的头部，\n但真身并不确定。\n苍白的肌肤上浮现出血管，\n充血的眼球为寻找猎物，\n闪闪地发着光。","text2.ini",158,12,5113688,5076292,
321,"Luta's wife. Lives in Zepik\nand constantly worries about\nher husband, who sleepwalks\nalmost every night, often\nputting himself in grave\ndanger in the process.","住在塞皮克村的女性。卢达的妻子。\n由于丈夫几乎每晚\n都会梦游，而且\n梦游时还经常陷入\n危险的境地。因此时常\n担心丈夫的安危。","text2.ini",159,12,5108440,5075848,
322,"A bloated dryad from the\nplains, formed from the\nmalevolence within a rotted\ntree. Very dry, inhibiting\nits mobility, which makes it\nan easy foe to take down.","出没于草原的木人。\n邪恶的力量寄宿在枯萎的\n树木中，进而产生的怪物。\n因为水分不足，行动迟缓。\n冷静应对就不足畏惧。\n熟练的人能一击打倒它。","text2.ini",159,12,5112720,5076268,
323,"A sworn guardian of the\nshrine in life, resurrected\nby a sinister will. Inside\nits armor, it is completely\ndecayed. The stench of death\non it is overpowering.","徘徊在神殿周边的魔物。\n本是守护神殿战士的遗骸，\n被邪恶的力量所复活。\n铠甲内部的肉体\n是干枯的，接近后可以闻到\n刺鼻的腐臭。","text2.ini",159,12,5113032,5076276,
324,"A bull-headed monster that\ndwells beneath the shrine.\nEmerges from the darkness\nswinging an enormous blade\nwildly, startling even the\nhardiest of adventurers.","出没于神殿地下的怪物。\n牛首人身，纵横挥舞\n巨大的刀刃。浮现在黑暗中\n的白色身姿，不仅能让软弱的\n人失去意识，最坚强的\n冒险家也会大吃一惊。","text2.ini",159,12,5113192,5076280,
325,"A creature with such heavy\narmor that only the mighty\ncan hope to damage it.\nDwells in the lowest caves\nof the abandoned mines, and\ncannot be easily overcome.","徘徊于废坑最下层的魔物。\n用厚重的铠甲包住全身，\n能无视一定程度的伤害\n突击过来。不能避开那份\n重压的人，将在黑暗之中\n被无情地碾压。","text2.ini",159,12,5115472,5076336,
326,"An animal bred for its\nobnoxiously cute and tender\nlittle body. Sup on its\ntoothsome nibblets slathered\nin Roda butter or straddling\nbacon. Adorably delicious!","艾斯塔里亚的传统家畜。\n肉很有滋味，\n烧煮都很美味。除了被养育\n在巴尔巴多以外，\n还有一部分野生群体\n栖息在草原上。","text2.ini",160,12,5112416,5076260,
