192,"Old Man Betel","老人贝特尔","",
193,"Old Man Lahan","老人拉汉","",
194,"Old Man Pablo","老人帕布洛","",
195,"Old Man Corvo","老人柯拉柏","",
196,"Middle Shield","中盾","",
197,"Silver Shield","银之盾","",
198,"Battle Shield","战之盾","",
199,"Volume Dabbie","达比之章","",
200,"Sapphire Ring","蓝宝石戒指","",
201,"Blue Necklace","蓝宝石项链","",
202,"Town of Minea","米内亚街道","",
203,"Klaus' Clinic","克拉杰医院","",
204,"Betel's House","贝特尔","",
205,"Mason's House","梅森的家","",
206,"Daria's House","妲莉亚的家","",
207,"Zepik Village","塞皮克村","",
208,"Mountain Path","山路","",
209,"Darm Tower 2F","达姆之塔2层","",
210,"Darm Tower 3F","达姆之塔3层","",
211,"Darm Tower 4F","达姆之塔4层","",
212,"Darm Tower 5F","达姆之塔5层","",
213,"Darm Tower 6F","达姆之塔6层","",
214,"Darm Tower 7F","达姆之塔7层","",
215,"Darm Tower 8F","达姆之塔8层","",
216,"Darm Tower 9F","达姆之塔9层","",
217,"Darm Tower 1F","达姆之塔1层","",
218,"Spiral Stairs","旋梯","",
219,"Blood Effects","血液效果","",
220,"Monster Stats","魔物统计","",
221,"To Next Level","下一等级","",
222,"8-Directional","8向移动","",
223,"+ Slow enemy.","+ 缓慢敌人","",
224,"Monster Masher"," ","",
225,"Old Man George","老人凯欧鲁古","",
226,"Old Man Pastol","老人帕斯托尔","",
227,"Old Man Cronen","老人克拉捏","",
228,"Sara's Crystal","莎拉的水晶","",
229,"Roda Tree Seed","萝妲之种子","",
230,"Piece of Paper","纸片","",
231,"Golden Pendant","金之项坠","",
232,"Freddy's House","弗雷迪","",
233,"Charme's House","夏露姆","",
234,"Bludo's Clinic","布鲁多的医院","",
235,"Militia Armory","自卫队的武器库","",
236,"Darm Tower 10F","达姆之塔10层","",
237,"Darm Tower 11F","达姆之塔11层","",
238,"Darm Tower 12F","达姆之塔12层","",
239,"Darm Tower 13F","达姆之塔13层","",
240,"Darm Tower 14F","达姆之塔14层","",
241,"Darm Tower 15F","达姆之塔15层","",
242,"Darm Tower 17F","达姆之塔17层","",
243,"Darm Tower 18F","达姆之塔18层","",
244,"Darm Tower 19F","达姆之塔19层","",
245,"Darm Tower 20F","达姆之塔20层","",
246,"Darm Tower 21F","达姆之塔21层","",
247,"Darm Tower 16F","达姆之塔16层","",
248,"Darm Tower 25F","达姆之塔25层","",
249,"+ Mortal sins.","+ 大罪","",
250,"Darm Tower %dF","达姆之塔 %d层","",
251,"Save Confirmed","确认保存","",
252,"Confirm Delete","确认删除","",
253,"Sworded Details"," ","",
254,"Lugan the Thief","盗贼路根","",
255,"Yogleks&Omulgun","尤古＆欧姆鲁","",
256,"Bestiary Potion","动物之药","",
257,"Sara's Fortunes","占卜师莎拉的店","",
258,"Orman's Spirits","欧曼的酒馆","",
259,"Rado's Annex 1F","拉多之塔1层","",
260,"Rado's Annex 3F","拉多之塔3层","",
261,"Restore Default","恢复默认","",
262,"<<<< Sound >>>>","<<<<声音>>>>","",
263,"Gamepad Buttons","控制器按键","",
264,"Normal Movement","普通移动","",
265,"Lv.%d Swordsman","Lv.%d 剑士","",
266,"Complete (2001)","完全版（2001）","",
267,"<<<< Files >>>>","<<<<文件>>>>","",
268,"Fisherman Betelo","渔夫派特洛","",
269,"Mason the Trader","商人梅森","",
270,"Nikki the Dancer","舞娘妮可","",
271,"Old Man Harrison","老人哈里森","",
272,"Morgan the Thief","盗贼摩根","",
273,"Treasure Box Key","宝箱之钥","",
274,"Silver Harmonica","银之口琴","",
275,"Harrison's House","哈里森的家","",
276,"Torrance's House","特朗斯的家","",
277,"Mayor's Residence","村长宅邸","",
278,"Abandoned Mine 1F","废坑1层","",
279,"Abandoned Mine B1","废坑地下1层","",
280,"Abandoned Mine B2","废坑地下2层","",
281,"Wall Transparency","墙透明度","",
282,"<<<< Display >>>>","<<<<显示>>>>","",
283,"<< Books of Ys >>","《伊苏之书》","",
284,"Chronicles (2009)","编年史（2009）","",
285,"Rosetty's Weaponry","洛赛提武器店","",
286,"Darm Tower Dungeon","达姆之塔地牢","",
287,"<<<< Settings >>>>","<<<<设置>>>>","",
288,"<<<< Movement >>>>","<<<<移动>>>>","",
289,"That Wacky Minstrel"," ","",
290,"Some Kind of Sorcerer"," ","",
291,"+ Halve given damage.","+ 受伤减半","",
292,"Hello, My Name Is Adol","你好，我是亚特鲁","",
293,"Gold Is the New Silver"," ","",
294,"Forever Level One To Me"," ","",
295,"+ Double damage output.","+ 双倍伤害","",
296,"The Pim's-Lower Approach"," ","",
297,"Seriously Sworded Details"," ","",
298,"+ Recover HP in dungeons.","+ 地下城中恢复的生命","",
299,"Esteria, We Hardly Knew Ye"," ","",
300,"#02Please choose game mode.","#02请选择游戏模式","",
301,"Hey Baby, What's Your Width?"," ","",
302,"Adol the Wall-Crusher-Enabler"," ","",
303,"#02Exit game and\nreturn to title?","#02离开游戏并\n返回标题?","",
304,"#02Please choose difficulty level.","#02请选择难度","",
305,"I Can't See You, But I Can Feel You","我看不见你，但能感受到你","",
306,"#02Quit game and return\nto Windows?","#02退出游戏并\n返回桌面？","",
307,"System Data has not been saved.\nReturn to title screen anyway?","系统文件尚未保存。\n还要返回标题界面吗？","",
308,"Ys II Chronicles+ is already running.\nYs I cannot run concurrently.","伊苏2编年史正在运行。\n伊苏1无法正确运行。","",
309,"ia 6 months ago\nto research its ancient\nruins, and happened to be in\nthe tower when the monsters\nfirst appeared.","在6个月前研究\n其古代遗迹时，\n恰好也是塔中怪物\n首次出现的时候。","",
310,"A dwarf from the plains.\nLooks fearsome, but is\nactually quite weak. May\npresent a challenge at\nfirst, but will quickly\nbecome a pushover.","栖息于草原的小人族。\n虽然看起来瘆人恐怖，\n但力量很弱，并不强大。\n初见时可能会\n苦战一番，只要稍微积累经验，\n徒手也能打倒吧。","",
311,"A red-furred feral dog that\nroams the Esterian plains.\nMoves quickly and often\nattacks in packs, making it\na real threat to the unwary\ntraveler.","奔跑在草原的红色猛犬。\n漂流而来的亚特鲁被其袭击，\n之后才被送入医院。\n动作灵活，成群结队，\n需要特别注意。\n最好做足准备再与其战斗。","",
312,"A monster who lies in wait\non the lowest level of the\nshrine to slice apart its\nprey with a magic-infused\nsword. Hides its true form\nbeneath a cloak.","神殿最下层的魔物。\n时刻等待着用魔力强化\n过的剑将侵入者切个粉碎。\n虽然被斗篷包裹着，\n真身不明，\n推测其大概是高位的魔族。","",
313,"A bitter relative to the\nAccumate who dwells far from\nits brethren, on floor 10 of\nDarm Tower. Not very strong,\nbut boasts tremendously high\nagility.","栖息于达姆之塔１０层。\n属于伢九梅特一族，\n力量相对降低，而敏捷大大提升。\n明明是同族却和伢九梅特\n关系不好，在塔中也是\n分开生活着。","",
314,"A bug-beast that dwells in\nthe abandoned mine. Its\nslippery body deflects sword\nstrikes, and its sharp fangs\ncan pierce armor. Doesn't\ngo down easily.","徘徊于废坑的妖虫。\n光滑的身体弹开剑刃，\n锐利的牙齿扯破铠甲。\n简单几道斩击是杀不死它的，\n必须将它大分八块，\n直到完全活动才行。","",
315,"A half-bug half-man that\ndwells in the abandoned\nmine. Its exoskeleton grants\nit excellent defense and\nspeed alike. Attacks with\nchaotic sword-swipes.","栖息于废坑中的魔物。\n同时拥有虫子和人类的特性，\n纵横挥舞着巨大的刀刃。\n外骨骼身体敏捷又强韧，\n半桶水的攻击会被\n反弹回去。","",
316,"A hand-selected Riffligan\ninhabiting floor 18 of Darm\nTower. The elitest of the\nelite, boasting sword tech-\nniques other monsters could\nonly dream of.","出没于达姆之塔１８层。\n里夫利刚之中被选中的\n精英中的精英。\n在魔物中以最为华丽的剑技\n为傲，通过轻快的步伐玩弄\n对手。","",
317,"A semi-transparent life-form\nthat lurks in the abandoned\nmine. Its jelly-like body\nlatches on to its victims\nand begins dissolving them.\nAim for the eye.","潜藏在废坑的半透明生命体。\n拥有富于弹力的胶状肉体，\n能溶化掉抱住的猎物。\n砍中身体也会立刻恢复，\n只能通过破坏眼珠将其打倒。","",
318,"A soulless, steel-armored\nsentry guarding Rado's Annex\naround floor 15 of the Tower\nof Darm. Ordered to dispose\nof any intruders who attempt\nto gain entry.","达姆之塔１５层附近。\n在钢铁铠甲中\n寄宿着邪恶意念的\n无魂哨兵士兵。\n被命令守护拉德之塔，\n迅速排除一切接近塔\n的人。","",
319,"Inhabits floor 20 of Darm\nTower. The strongest warrior\namongst the monsters, by\nleaps and bounds. Attempting\nto take on more than one at\na time is suicide.","出没于达姆之塔２０层。\n战力强大，其他魔物完全\n不能匹敌的最强战士。\n若想要同时应对复数对手，\n那就是自寻死路。\n身处隐藏房间，\n守护着最强的剑。","",
320,"A monster found beneath the\nshrine. Often thought to be\nthe head of a giant, but no\none knows for certain. Its\nbloodshot eyes unendingly\nscan for fresh meat.","出没于神殿地下的怪物。\n虽然说是巨人族的头部，\n但真身并不确定。\n苍白的肌肤上浮现出血管，\n充血的眼球为寻找猎物，\n闪闪地发着光。","",
321,"Luta's wife. Lives in Zepik\nand constantly worries about\nher husband, who sleepwalks\nalmost every night, often\nputting himself in grave\ndanger in the process.","住在塞皮克村的女性。卢达的妻子。\n由于丈夫几乎每晚\n都会梦游，而且\n梦游时还经常陷入\n危险的境地。因此时常\n担心丈夫的安危。","",
322,"A bloated dryad from the\nplains, formed from the\nmalevolence within a rotted\ntree. Very dry, inhibiting\nits mobility, which makes it\nan easy foe to take down.","出没于草原的木人。\n邪恶的力量寄宿在枯萎的\n树木中，进而产生的怪物。\n因为水分不足，行动迟缓。\n冷静应对就不足畏惧。\n熟练的人能一击打倒它。","",
323,"A sworn guardian of the\nshrine in life, resurrected\nby a sinister will. Inside\nits armor, it is completely\ndecayed. The stench of death\non it is overpowering.","徘徊在神殿周边的魔物。\n本是守护神殿战士的遗骸，\n被邪恶的力量所复活。\n铠甲内部的肉体\n是干枯的，接近后可以闻到\n刺鼻的腐臭。","",
324,"A bull-headed monster that\ndwells beneath the shrine.\nEmerges from the darkness\nswinging an enormous blade\nwildly, startling even the\nhardiest of adventurers.","出没于神殿地下的怪物。\n牛首人身，纵横挥舞\n巨大的刀刃。浮现在黑暗中\n的白色身姿，不仅能让软弱的\n人失去意识，最坚强的\n冒险家也会大吃一惊。","",
325,"A creature with such heavy\narmor that only the mighty\ncan hope to damage it.\nDwells in the lowest caves\nof the abandoned mines, and\ncannot be easily overcome.","徘徊于废坑最下层的魔物。\n用厚重的铠甲包住全身，\n能无视一定程度的伤害\n突击过来。不能避开那份\n重压的人，将在黑暗之中\n被无情地碾压。","",
326,"An animal bred for its\nobnoxiously cute and tender\nlittle body. Sup on its\ntoothsome nibblets slathered\nin Roda butter or straddling\nbacon. Adorably delicious!","艾斯塔里亚的传统家畜。\n肉很有滋味，\n烧煮都很美味。除了被养育\n在巴尔巴多以外，\n还有一部分野生群体\n栖息在草原上。","",
327,"A monster residing in the\nabandoned mine. Its appear-\nance is strange and almost\nhumorous, but its attacks\nare much more deadly than\nany encountered previously.","出没于废坑的怪物。\n虽然外表奇特，个别地方\n还有些滑稽，但和草原的魔物\n完全不是一个强度。\n不锻炼到一定程度的话，\n会被瞬杀的，要小心。","",
328,"A fearsome ogre inhabiting\nDarm Tower's mirror maze.\nUses its sculpted body as a\nweapon, and manages to out-\nperform the Eucreas despite\nhaving no real defense.","出没于达姆之塔・镜之间。\n鲜红的战鬼，\n锻炼出的肉体就是武器。\n一度抓到的对手\n直到化为肉片为止决不放开。\n哪怕不需要魔力的援助，\n战斗力也能凌驾于尤库里斯。","",
329,"A beast with an enormous,\ngaping maw. The sight of its\ndrooling visage in pursuit\nis nightmare-inducing.\nDevours its prey, but no one\nknows where the remains go.","出没于废坑的怪物。\n巨大的嘴挥洒着唾液，\n步步紧逼的身姿，\n足以成为人们的梦魇。\n预测是个大胃王， 但永远\n不知道吃掉的东西去了哪里。","",
330,"A monstrous phoenix from the\nabandoned mine. Why a bird\nwould dwell underground, and\nwhy its flames shed no\nlight whatsoever, are both\nquestions without answers.","栖息于废坑中的魔鸟。\n作为鸟却不在天空中翱翔，\n肯定是有着什么原因吧。\n虽然身缠火焰，\n但周围却不会变得明亮，\n是不是也是因为同一个理由呢。","",
331,"An armored monster dwelling\naround floor 3 of the Tower\nof Darm. Characterized by\nits red armor and its speed,\nbut presents little issue if\ntaken out one by one.","出没于达姆之塔３层附近。\n身披红色铠甲，动作敏捷\n，防御薄弱。\n只要不被包围，进而逐个击破，\n就不会被逼入绝境。","",
332,"A member of the Barbado\nmilitia, charged with\nproviding escort to those\nwho travel to the city of\nMinea or Zepik Village.\nSeems to have his eye on\nMinea's dancer.","巴尔巴多自卫队的一员。\n护卫着去往米内亚城镇\n与塞皮克村的居民。\n喜欢年长的女性，\n对米内亚里的舞者\n抱有若有若无的好感。","",
333,"Charlotte's father and\nEphy's grandfather. Once\nlived in Rastin, but lost\nhis home, his wife and his\nson-in-law when monsters\nattacked from the silver\nmine there.","住在米内亚城镇的老人。\n夏萝特的父亲，爱琵的祖\n父。曾经一直住在\n拉斯提尼村，但村子某天被\n从矿山涌出的蝙蝠\n毁灭了，他的妻子和女婿\n也在灾难中丧生。","",
334,"A giant insect-like monster\ninhabiting the catacombs\nbeneath the shrine. Scuttles\ntoward its prey while emit-\nting a shrill cry that could\ngive anyone goosebumps.","栖息于神殿地下的妖虫。\n原本巨大的虫就已经\n容易让一般人\n在生理上感到厌恶了，\n它还会叽叽地叫着\n沙沙地接近过来，\n叫人不起鸡皮疙瘩都难。","",
335,"Saunters about the abandoned\nmine, skewering prey with\nits spear and horns. Ranked\nas superior officer to the\nUhnos, giving it an air of\ndignity. Has a cute tail.","徘徊于废坑的怪物。\n用右手的短枪和头部的犄角\n将敌人刺穿。是神殿中的\n吾诺丝上位魔物，可能是\n因为这个原因，姿态异常的好。\n长尾巴魅力十足。","",
336,"An armored monster dwelling\naround floor 1 of the Tower\nof Darm. Wields two swords,\nbut wears inferior armor,\nmaking it vulnerable to even\nthe weakest of attacks.","出没于达姆之塔１层附近。\n双手持剑，以惊人的攻击力\n为傲。与之相对，防御力\n比废坑的魔物还要低不少。\n谨慎点，弱武器也能打倒它。","",
337,"A mud-like monster dwelling\nwithin Rado's Annex. Digests\nthrough absorption and moves\nfar quicker than one would\nexpect. Will eat anyone,\nhuman and monster alike.","徘徊于拉德之塔的粘体。\n就算是魔物接近也会缠住\n将其消化吸收。\n拥有和外表不符的敏捷\n和强韧，被其他魔物所\n恐惧着。","",
338,"A cruel magician inhabiting\nDarm Tower's mirror maze.\nCloaked, and wields a magic\nsword. Able to freely move\namongst the mirrors, and\nenjoys toying with its mark.","出没于达姆之塔・镜之间。\n阻挡在通往塔顶的\n道路上的魔法剑士。\n身裹带有魔力的斗篷，\n手持泛着红光的魔剑。\n在镜之迷宫自在移动，\n玩弄着入侵者。","",
339,"A fast-moving hard-shelled\nmonster that bustles about\nin the abandoned mine. Due\nto its quick speed within a\ndimly-lit environment, the\nMenon presents real danger.","四处飞窜于废坑的魔物。\n虽然身体很小，但拥有\n灵敏强韧的身体，小看\n它的话，一瞬间就会被\n反杀。在视野不好的废坑中\n最需要注意的敌人之一。","",
340,"Inhabits floor 19 of Darm\nTower. A warrior with talons\non both arms, as well as\narmor layered upon naturally\nscaly skin. Will not break\nits stride, no matter what.","徘徊于达姆之塔１９层。\n双臂持有巨大的钩爪的\n战斗生物。包裹身体的铠甲\n也是皮肤硬化而成的，\n因此不会妨碍到动作。\n在达姆之塔的一角\n守护着最强的铠甲。","",
341,"A spirit of the dead bearing\nthe darkened flame of a long\nforgotten grudge. Approaches\nthe living in hopes of find-\ning a new friend to dwell\neternally by its side.","徘徊于神殿地下的死灵。\n身缠怨念的黑色火焰，\n时刻准备着将生者\n拉入同伴行列。","",
342,"Guardian of the Silver Armor\nin Darm Tower's mirror maze.\nWears thick armor, but its\nintelligence is the real\nthreat. Chases down intru-\nders with intent to behead.","出没于达姆之塔・镜之间。\n虽然穿着厚重的铠甲，\n却是至今为止的敌人中\n最敏捷的。在镜之迷宫中\n守护着银之铠甲，\n对侵入者挥下无情的斩击。","",
343,"A savage beast wandering the\nshrine. Can tear its prey to\nshreds in a single moment\nusing its claws and tusks,\nand its thick mane is soaked\nwith blood. Smells awful.","栖息于神殿地下的魔兽。\n本性凶猛，发现猎物后\n会用爪牙瞬间将其\n撕成肉片。丰盈的鬃毛\n沾满污水和血脂，\n馊臭味散播于四周。","",
344,"Found in Darm Tower's mirror\nmaze. A creature built from\nintertwining mushroom fibers\nfilled with deadly nerve\ntoxins. Beware the dire grip\nof its sinuous tentacles!","徘徊于达姆之塔・镜之间。\n身体由菌纤维掺和到一起\n而成。一边挥动触手，\n一边蹒跚行走。\n触手会分泌神经毒，\n切勿鲁莽接近它。","",
345,"An unpleasant creature found\non floor 9 of Darm Tower.\nLooks just like the statues\nfound elsewhere, so the un-\nprepared may be caught off-\nguard. Surprisingly fierce.","发现于达姆之塔９层。\n这里有许多尊姿态\n相同的石像被放置在各处，\n若大意地认为它\n不会动的话，会遭到袭击哦。\n不仅强力，还很阴险。","",
346,"A girl Adol rescues from a\ncold, lonely cell beneath\nthe shrine. Doesn't remember\nanything but her name, and\nhas no idea why she'd been\nlocked away in the first\nplace.","亚特鲁从地牢中救出的，\n幽闭在神殿地下的圣域中\n的少女。\n失去了名字以外的记忆，\n不知道为什么会被关在\n这种地方。","",
347,"Dwells on floor 17 of Darm\nTower. Charges its opponents\nin a straight line, making\nshort work of them. Best not\nto attack a Kelmarel head-on\nlest you be quickly gored.","栖息于达姆之塔１７层。\n在一条长路上\n时刻等待着\n刺杀侵入者。\n从正面战斗的话会很不利，\n想要前进需要花费一番\n工夫。","",
348,"A top-tier guardian dwelling\nonly on floor 6 of the Tower\nof Darm. Its attack power is\ntremendous, but in a pinch,\nit can be bypassed entirely.\nRunning may be advisable.","栖息于达姆之塔６层。\n虽然动作迟钝，但是攻击力超强。\n要是从正面战斗的话，需要做好\n相当大的觉悟。只存在于６层\n的一部分领域，不战斗直接绕行\n也可以。","",
349,"Entrusted as a guardian of\nthe Silver Sword and Shield,\nthe Genoid is descended from\ngiants and possesses appro-\npriately herculean strength.\nFound around the 7th floor.","栖息于达姆之塔７层附近。\n身上流着太古的巨人族的血，\n以符合其特征的强大力量为傲。\n相对的，没有装备防具，\n防御力并不是很高。\n守护着银之剑和盾。","",
350,"Daria's son. Lives in Minea.\nConstantly attempts to\nconvince his mother in\nBarbado to come live with\nhim in Minea, but she won't\nhear him out. This has him\nvery troubled.","住在米内亚城镇的男性。\n妲莉亚奶奶的儿子。\n一直在劝说身处巴尔巴多\n的母亲来米内亚住，\n但是母亲一点也不听劝，\n让他很是困扰。","",
351,"A kindly, reserved woman\nfrom Zepik, beloved by all\nthe villagers. Recommends\nspeaking with an old woman\nnamed Jeba if you have any\nquestions pertinent to your\nadventure.","来自塞皮克村的女性。\n性格内敛，无论对谁\n都很温柔，被大家所仰慕。\n有想要询问的事情的话，\n她会推荐你去\n寻找一位叫做洁瓦\n的博闻强识的老妇人。","",
352,"A member of the Barbado\nmilitia, known for keeping\na cool head at all times.\nBelieves that there is\ncourage in knowing when to\nrun from battle, and when to\nstay and fight.","巴尔巴多自卫队的一员，并\n不特别拘泥于保护城镇的理念。\n是冷静地分析事物的类型，\n认为和魔物的战斗中，\n偶尔也需要不勉强自己，\n有敢撤退的勇气。","",
353,"Sara's aunt, who lives in\nZepik Village. Extremely\nwell-versed in Esteria's\nhistory and culture, herbs,\nand even fortunetelling.\nThe other villagers really\nlook up to her.","住在塞皮克村的老奶奶。\n是占卜师莎拉的姨母，\n对艾斯塔里亚的文化\n与历史造诣很深。\n也精通于药草与占卜的知识，\n受到周围的村民的尊敬。","",
354,"A little girl from Minea,\nborn to Julius and Fana.\nConsiders Sara the fortune-\nteller her best friend, and\nis always looking for the\n'legendary brave soul' on\nSara's behalf.","来自米内亚城镇的小女孩。\n朱里斯和法娜的独生女，\n和占卜师師莎拉关系很好。\n由于莎拉在寻求「旅行的剑士」，\n所以看到外表符合条件的人，\n就会搭话让其去拜访\n占卜师。","",
355,"A former miner from Minea\nwho lost his job when the\nmonsters showed up. Tried to\nresist, but was unable; and\never since, he's become\nutterly terrified of the\nabandoned mine.","来自米内亚城镇的男性。\n虽然以前曾在矿山工作，\n但魔物的出现导致他失业。\n尽管大家拼命地进行了抵抗，\n但毫无还手之力，\n对废坑中魔物的恐怖\n有了沁入心脾的认识。","",
356,"A patron of Orman's bar in\nMinea who spends every\nwaking hour drinking and\ngossiping with Cezar. Has\nbeen a bit depressed of late\ndue to the hiatus of his\nbeloved troubadour.","米内亚的酒馆内的青年。\n和施杰鲁相对而坐，\n成日喝酒，闲聊。\n最近，中意的吟游诗人没有\n吹奏曲子了，\n这让他有些在意。","",
357,"A Minean resident who once\nclimbed a Roda Tree all the\nway to its tippy-top. Now,\nhe's grown old and weak, but\nthanks to Dr. Klaus, he's\nstill just as chipper as he\never was.","住在米内亚城镇的老人。\n年轻时曾一路攀爬到\n萝妲之树的最顶端。\n如今已年老体弱，\n但多亏了克拉杰医生的处方，\n他仍能像过去一般生机勃勃。","",
